Date,NodeID,FrameID,MeasurementCounter,PlantTemp1,PlantTemp2,PlantTemp3,PlantTemp4,PlantTemp5,PlantTemp6,AirTempLoc,Humidity,AirTemp
2020-01-28 08-00-14,10,16,29340,,,,,,,,,4.562
2020-01-28 08-00-14,10,17,,122.15,126.94,127.47,,,,,,4.562
2020-01-28 08-00-14,10,18,,122.15,126.94,127.47,42.21,40.95,40.96,,,5.875
2020-01-28 08-00-15,11,16,1494,,,,,,,,,4.562
2020-01-28 08-00-15,11,17,,9.53,9.71,10.17,,,,,,4.562
2020-01-28 08-00-15,11,18,,9.53,9.71,10.17,9.43,9.25,9.57,,,5.875
2020-01-28 08-00-15,11,19,,9.53,9.71,10.17,9.43,9.25,9.57,-39.389999999999986,-2.0462,5.875
2020-01-28 08-00-15,12,16,8100,,,,,,,,,4.562
2020-01-28 08-00-15,12,17,,5.59,5.33,5.55,,,,,,4.562
2020-01-28 08-00-15,12,18,,5.59,5.33,5.55,5.55,6.03,5.67,,,5.875
2020-01-28 08-00-15,12,19,,5.59,5.33,5.55,5.55,6.03,5.67,6.0,54.6989826005,5.875
2020-01-28 08-00-16,13,16,9060,,,,,,,,,4.562
2020-01-28 08-00-16,13,17,,6.39,7.01,6.47,,,,,,4.562
2020-01-28 08-00-16,13,18,,6.39,7.01,6.47,6.13,6.53,5.81,,,5.875
2020-01-28 08-00-16,13,19,,6.39,7.01,6.47,6.13,6.53,5.81,5.82,103.43501270050001,5.875
2020-01-28 08-00-16,14,16,7979,,,,,,,,,4.562
2020-01-28 08-00-16,14,17,,5.85,6.79,6.29,,,,,,4.562
2020-01-28 08-00-16,14,18,,5.85,6.79,6.29,7.01,5.67,5.93,,,5.875
2020-01-28 08-00-16,14,19,,5.85,6.79,6.29,7.01,5.67,5.93,6.08,101.13853768450001,5.875
2020-01-28 08-00-17,15,16,0,,,,,,,,,4.562
2020-01-28 08-00-17,15,17,,0.0,0.0,0.0,,,,,,4.562
2020-01-28 08-00-17,15,18,,0.0,0.0,0.0,0.0,0.0,0.0,,,5.875
2020-01-28 08-00-17,15,19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0462,5.875
2020-01-28 08-00-17,16,16,1477,,,,,,,,,4.562
2020-01-28 08-00-17,16,17,,5.37,6.29,5.55,,,,,,4.562
2020-01-28 08-00-17,16,18,,5.37,6.29,5.55,5.41,5.73,5.15,,,5.875
2020-01-28 08-00-17,16,19,,5.37,6.29,5.55,5.41,5.73,5.15,5.72,104.47069602050001,5.875
2020-01-28 08-00-18,17,16,1490,,,,,,,,,4.562
2020-01-28 08-00-18,17,17,,5.63,6.29,5.93,,,,,,4.562
2020-01-28 08-00-18,17,18,,5.63,6.29,5.93,5.11,5.67,5.77,,,5.875
2020-01-28 08-00-18,17,19,,5.63,6.29,5.93,5.11,5.67,5.77,6.36,105.91207526050002,5.875
2020-01-28 08-00-18,18,16,1477,,,,,,,,,4.562
2020-01-28 08-00-18,18,17,,5.51,5.85,5.55,,,,,,4.562
2020-01-28 08-00-18,18,18,,5.51,5.85,5.55,5.11,5.77,5.67,,,5.875
2020-01-28 08-00-18,18,19,,5.51,5.85,5.55,5.11,5.77,5.67,5.66,106.4244284005,5.875
2020-01-28 08-00-19,19,16,8111,,,,,,,,,4.562
2020-01-28 08-00-19,19,17,,5.95,6.21,6.11,,,,,,4.562
2020-01-28 08-00-19,19,18,,5.95,6.21,6.11,5.67,6.35,6.07,,,5.875
2020-01-28 08-00-19,19,19,,5.95,6.21,6.11,5.67,6.35,6.07,5.43,-2.0462,5.875
2020-01-28 08-00-19,20,16,30230,,,,,,,,,4.562
2020-01-28 08-00-19,20,17,,-327.67,-327.67,-327.67,,,,,,4.562
2020-01-28 08-00-19,20,18,,-327.67,-327.67,-327.67,-327.67,-327.67,-327.67,,,5.875
2020-01-28 08-00-19,20,19,,-327.67,-327.67,-327.67,-327.67,-327.67,-327.67,6.0,107.267020552,5.875
2020-01-28 08-00-20,21,16,9059,,,,,,,,,4.562
2020-01-28 08-00-20,21,17,,5.51,5.89,5.67,,,,,,4.562
2020-01-28 08-00-20,21,18,,5.51,5.89,5.67,5.55,5.59,5.55,,,5.875
2020-01-28 08-00-20,21,19,,5.51,5.89,5.67,5.55,5.59,5.55,5.74,99.3999647605,5.875
2020-01-28 08-00-20,22,16,8078,,,,,,,,,4.562
2020-01-28 08-00-20,22,17,,5.37,5.71,5.15,,,,,,4.562
2020-01-28 08-00-20,22,18,,5.37,5.71,5.15,5.27,5.67,5.49,,,5.875
2020-01-28 08-00-20,22,19,,5.37,5.71,5.15,5.27,5.67,5.49,5.78,86.756975368,5.875
2020-01-28 08-00-21,23,16,1492,,,,,,,,,4.562
2020-01-28 08-00-21,23,17,,6.03,6.43,5.77,,,,,,4.562
2020-01-28 08-00-21,23,18,,6.03,6.43,5.77,5.63,6.07,5.59,,,5.875
2020-01-28 08-00-21,23,19,,6.03,6.43,5.77,5.63,6.07,5.59,5.75,105.0896553245,5.875
2020-01-28 08-00-22,25,16,8096,,,,,,,,,4.562
2020-01-28 08-00-22,25,17,,5.45,5.81,5.41,,,,,,4.562
2020-01-28 08-00-22,25,18,,5.45,5.81,5.41,5.59,5.77,5.41,,,5.875
2020-01-28 08-00-22,25,19,,5.45,5.81,5.41,5.59,5.77,5.41,4.98,81.53510996050001,5.875
2020-01-28 08-01-14,10,16,29341,,,,,,,,,4.5
2020-01-28 08-01-14,10,17,,72.26,116.06,121.62,,,,,,4.5
2020-01-28 08-01-14,10,18,,72.26,116.06,121.62,42.14,40.95,40.96,,,5.875
2020-01-28 08-01-15,11,16,1495,,,,,,,,,4.5
2020-01-28 08-01-15,11,17,,9.49,9.35,10.03,,,,,,4.5
2020-01-28 08-01-15,11,18,,9.49,9.35,10.03,9.29,8.87,9.35,,,5.875
2020-01-28 08-01-15,11,19,,9.49,9.35,10.03,9.29,8.87,9.35,-39.389999999999986,-2.0462,5.875
2020-01-28 08-01-15,12,16,8101,,,,,,,,,4.5
2020-01-28 08-01-15,12,17,,5.67,5.29,5.51,,,,,,4.5
2020-01-28 08-01-15,12,18,,5.67,5.29,5.51,5.77,5.77,5.49,,,5.875
2020-01-28 08-01-15,12,19,,5.67,5.29,5.51,5.77,5.77,5.49,6.0,54.667600402000005,5.875
2020-01-28 08-01-16,13,16,9061,,,,,,,,,4.5
2020-01-28 08-01-16,13,17,,6.29,6.65,6.13,,,,,,4.5
2020-01-28 08-01-16,13,18,,6.29,6.65,6.13,6.33,6.39,6.29,,,5.875
2020-01-28 08-01-16,13,19,,6.29,6.65,6.13,6.33,6.39,6.29,5.85,103.38309451250001,5.875
2020-01-28 08-01-16,14,16,7980,,,,,,,,,4.5
