Date,NodeID,FrameID,MeasurementCounter,PlantTemp1,PlantTemp2,PlantTemp3,PlantTemp4,PlantTemp5,PlantTemp6,AirTempLoc,Humidity,AirTemp
2020-02-02 19-00-14,10,16,35432,,,,,,,,,4.625
2020-02-02 19-00-14,10,17,,81.74,119.35,123.07,,,,,,4.625
2020-02-02 19-00-14,10,18,,81.74,119.35,123.07,44.36,40.95,40.96,,,6.062
2020-02-02 19-00-15,11,16,7040,,,,,,,,,4.625
2020-02-02 19-00-15,11,17,,6.93,5.89,6.03,,,,,,4.625
2020-02-02 19-00-15,11,18,,6.93,5.89,6.03,6.03,6.93,5.89,,,6.062
2020-02-02 19-00-15,11,19,,6.93,5.89,6.03,6.03,6.93,5.89,-39.389999999999986,-2.0462,6.062
2020-02-02 19-00-15,12,16,15656,,,,,,,,,4.625
2020-02-02 19-00-15,12,17,,6.53,5.37,5.45,,,,,,4.625
2020-02-02 19-00-15,12,18,,6.53,5.37,5.45,5.81,6.17,5.85,,,6.062
2020-02-02 19-00-15,12,19,,6.53,5.37,5.45,5.81,6.17,5.85,6.46,26.565755488000004,6.062
2020-02-02 19-00-16,13,16,16732,,,,,,,,,4.625
2020-02-02 19-00-16,13,17,,6.11,5.95,6.13,,,,,,4.625
2020-02-02 19-00-16,13,18,,6.11,5.95,6.13,7.01,6.21,6.21,,,6.062
2020-02-02 19-00-16,13,19,,6.11,5.95,6.13,7.01,6.21,6.21,5.88,90.22343718050001,6.062
2020-02-02 19-00-16,14,16,15799,,,,,,,,,4.625
2020-02-02 19-00-16,14,17,,6.47,6.91,6.29,,,,,,4.625
2020-02-02 19-00-16,14,18,,6.47,6.91,6.29,6.65,5.73,5.73,,,6.062
2020-02-02 19-00-16,14,19,,6.47,6.91,6.29,6.65,5.73,5.73,6.19,89.8652482,6.062
2020-02-02 19-00-17,15,16,0,,,,,,,,,4.625
2020-02-02 19-00-17,15,17,,0.0,0.0,0.0,,,,,,4.625
2020-02-02 19-00-17,15,18,,0.0,0.0,0.0,0.0,0.0,0.0,,,6.062
2020-02-02 19-00-17,15,19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0462,6.062
2020-02-02 19-00-17,16,16,9150,,,,,,,,,4.625
2020-02-02 19-00-17,16,17,,5.67,6.07,4.93,,,,,,4.625
2020-02-02 19-00-17,16,18,,5.67,6.07,4.93,5.11,5.77,5.49,,,6.062
2020-02-02 19-00-17,16,19,,5.67,6.07,4.93,5.11,5.77,5.49,5.71,94.1008460125,6.062
2020-02-02 19-00-18,17,16,8909,,,,,,,,,4.625
2020-02-02 19-00-18,17,17,,6.43,5.81,6.21,,,,,,4.625
2020-02-02 19-00-18,17,18,,6.43,5.81,6.21,6.03,6.87,5.99,,,6.062
2020-02-02 19-00-18,17,19,,6.43,5.81,6.21,6.03,6.87,5.99,6.09,92.3612462045,6.062
2020-02-02 19-00-18,18,16,8037,,,,,,,,,4.625
2020-02-02 19-00-18,18,17,,5.37,5.93,5.41,,,,,,4.625
2020-02-02 19-00-18,18,18,,5.37,5.93,5.41,5.07,5.81,5.41,,,6.062
2020-02-02 19-00-18,18,19,,5.37,5.93,5.41,5.07,5.81,5.41,5.83,93.06953498050001,6.062
2020-02-02 19-00-19,19,16,13080,,,,,,,,,4.625
2020-02-02 19-00-19,19,17,,6.29,6.29,5.77,,,,,,4.625
