Date,NodeID,FrameID,MeasurementCounter,PlantTemp1,PlantTemp2,PlantTemp3,PlantTemp4,PlantTemp5,PlantTemp6,AirTempLoc,Humidity,AirTemp
2020-02-11 09-00-14,10,16,47541,,,,,,,,,6.125
2020-02-11 09-00-14,10,17,,83.43,120.6,123.99,,,,,,6.125
2020-02-11 09-00-14,10,18,,83.43,120.6,123.99,46.28,40.95,81.92,,,9.5
2020-02-11 09-00-15,11,16,18283,,,,,,,,,6.125
2020-02-11 09-00-15,11,17,,13.41,12.17,12.43,,,,,,6.125
2020-02-11 09-00-15,11,18,,13.41,12.17,12.43,13.11,12.63,12.81,,,9.5
2020-02-11 09-00-15,11,19,,13.41,12.17,12.43,13.11,12.63,12.81,-39.389999999999986,-2.0462,9.5
2020-02-11 09-00-15,12,16,26297,,,,,,,,,6.125
2020-02-11 09-00-15,12,17,,12.37,12.47,11.13,,,,,,6.125
2020-02-11 09-00-15,12,18,,12.37,12.47,11.13,13.39,12.09,14.35,,,9.5
2020-02-11 09-00-15,12,19,,12.37,12.47,11.13,13.39,12.09,14.35,11.22,54.8872087805,9.5
2020-02-11 09-00-16,13,16,26091,,,,,,,,,6.125
2020-02-11 09-00-16,13,17,,10.03,11.67,13.55,,,,,,6.125
2020-02-11 09-00-16,13,18,,10.03,11.67,13.55,11.13,12.81,11.33,,,9.5
2020-02-11 09-00-16,13,19,,10.03,11.67,13.55,11.13,12.81,11.33,11.4,54.510641544500004,9.5
2020-02-11 09-00-16,14,16,26375,,,,,,,,,6.125
2020-02-11 09-00-16,14,17,,14.95,16.01,13.31,,,,,,6.125
2020-02-11 09-00-16,14,18,,14.95,16.01,13.31,12.71,13.45,10.33,,,9.5
2020-02-11 09-00-16,14,19,,14.95,16.01,13.31,12.71,13.45,10.33,13.18,54.10217516800001,9.5
2020-02-11 09-00-17,15,16,0,,,,,,,,,6.125
2020-02-11 09-00-17,15,17,,0.0,0.0,0.0,,,,,,6.125
2020-02-11 09-00-17,15,18,,0.0,0.0,0.0,0.0,0.0,0.0,,,9.5
2020-02-11 09-00-17,15,19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0462,9.5
2020-02-11 09-00-17,16,16,19346,,,,,,,,,6.125
2020-02-11 09-00-17,16,17,,13.59,12.09,10.61,,,,,,6.125
2020-02-11 09-00-17,16,18,,13.59,12.09,10.61,12.57,11.33,10.57,,,9.5
2020-02-11 09-00-17,16,19,,13.59,12.09,10.61,12.57,11.33,10.57,11.66,57.75895851250001,9.5
2020-02-11 09-00-18,17,16,19740,,,,,,,,,6.125
2020-02-11 09-00-18,17,17,,12.71,12.81,11.21,,,,,,6.125
2020-02-11 09-00-18,17,18,,12.71,12.81,11.21,13.75,14.89,12.09,,,9.5
2020-02-11 09-00-18,17,19,,12.71,12.81,11.21,13.75,14.89,12.09,12.87,53.97638471200001,9.5
2020-02-11 09-00-18,18,16,18170,,,,,,,,,6.125
2020-02-11 09-00-18,18,17,,10.83,12.03,11.79,,,,,,6.125
2020-02-11 09-00-18,18,18,,10.83,12.03,11.79,10.31,13.61,12.83,,,9.5
2020-02-11 09-00-18,18,19,,10.83,12.03,11.79,10.31,13.61,12.83,9.96,61.249256578,9.5
2020-02-11 09-00-19,19,16,23194,,,,,,,,,6.125
2020-02-11 09-00-19,19,17,,13.75,11.75,12.05,,,,,,6.125
2020-02-11 09-00-19,19,18,,13.75,11.75,12.05,11.93,14.35,14.61,,,9.5
2020-02-11 09-00-19,19,19,,13.75,11.75,12.05,11.93,14.35,14.61,12.18,52.146685682000005,9.5
2020-02-11 09-00-19,20,16,45474,,,,,,,,,6.125
