Date,NodeID,FrameID,MeasurementCounter,PlantTemp1,PlantTemp2,PlantTemp3,PlantTemp4,PlantTemp5,PlantTemp6,AirTempLoc,Humidity,AirTemp
2020-02-03 11-44-15,10,16,36436,,,,,,,,,4.687
2020-02-03 11-44-15,10,17,36436,113.21,123.55,126.26,,,,,,4.687
2020-02-03 11-44-15,10,18,36436,113.21,123.55,126.26,45.67,40.95,40.96,,,7.875
2020-02-03 11-45-37,10,16,36437,,,,,,,,,4.687
2020-02-03 11-45-37,10,17,36437,61.72,111.32,120.41,,,,,,4.687
2020-02-03 11-45-38,10,18,,,,,45.67,40.95,40.96,,,7.812
2020-02-03 11-45-41,11,16,8034,,,,,,,,,4.687
2020-02-03 11-45-41,11,17,8034,13.51,10.83,9.67,,,,,,4.687
2020-02-03 11-45-41,11,18,8034,13.51,10.83,9.67,11.47,12.57,11.61,,,7.812
2020-02-03 11-45-41,11,19,8034,13.51,10.83,9.67,11.47,12.57,11.61,-39.389999999999986,-2.0462,7.812
2020-02-03 11-45-43,12,16,16635,,,,,,,,,4.687
2020-02-03 11-45-43,12,17,16635,11.81,10.23,11.07,,,,,,4.687
2020-02-03 11-45-43,12,18,16635,11.81,10.23,11.07,12.09,12.43,12.57,,,7.812
2020-02-03 11-45-43,12,19,16635,11.81,10.23,11.07,12.09,12.43,12.57,9.71,63.390949768000006,7.812
2020-02-03 11-45-43,13,16,17223,,,,,,,,,4.687
2020-02-03 11-45-43,13,17,17223,9.33,10.37,11.79,,,,,,4.687
2020-02-03 11-45-44,13,18,,,,,10.51,12.95,11.65,,,7.812
2020-02-03 11-45-44,13,19,,,,,10.51,12.95,11.65,8.08,71.6533713805,7.812
2020-02-03 11-45-45,22,16,13808,,,,,,,,,4.687
2020-02-03 11-45-45,22,17,13808,10.05,10.27,10.17,,,,,,4.687
2020-02-03 11-45-45,22,18,13808,10.05,10.27,10.17,9.49,9.95,10.41,,,7.812
2020-02-03 11-45-45,22,19,13808,10.05,10.27,10.17,9.49,9.95,10.41,8.66,72.510615368,7.812
2020-02-03 11-45-45,14,16,16793,,,,,,,,,4.687
2020-02-03 11-45-45,14,17,16793,12.27,13.27,12.43,,,,,,4.687
2020-02-03 11-45-45,14,18,16793,12.27,13.27,12.43,12.51,13.21,9.35,,,7.812
2020-02-03 11-45-45,14,19,16793,12.27,13.27,12.43,12.51,13.21,9.35,10.51,64.91115761800002,7.812
2020-02-03 11-45-46,15,16,0,,,,,,,,,4.687
2020-02-03 11-45-46,15,17,0,0.0,0.0,0.0,,,,,,4.687
2020-02-03 11-45-46,15,18,,,,,0.0,0.0,0.0,,,7.812
2020-02-03 11-45-46,15,19,,,,,0.0,0.0,0.0,0.0,-2.0462,7.812
2020-02-03 11-45-46,16,16,10144,,,,,,,,,4.687
2020-02-03 11-45-46,16,17,10144,11.03,10.43,8.41,,,,,,4.687
2020-02-03 11-45-46,16,18,10144,11.03,10.43,8.41,9.75,9.75,8.93,,,7.812
2020-02-03 11-45-46,16,19,10144,11.03,10.43,8.41,9.75,9.75,8.93,9.5,70.3476005845,7.812
2020-02-03 11-45-47,17,16,9689,,,,,,,,,4.687
2020-02-03 11-45-47,17,17,9689,12.13,10.93,9.63,,,,,,4.687
2020-02-03 11-45-47,17,18,,,,,11.17,13.45,10.31,,,7.812
2020-02-03 11-45-47,17,19,,,,,11.17,13.45,10.31,10.0,67.74755168800002,7.812
2020-02-03 11-45-47,18,16,8817,,,,,,,,,4.687
2020-02-03 11-45-47,18,17,,9.39,9.99,9.39,,,,,,4.687
2020-02-03 11-45-47,18,18,,9.39,9.99,9.39,9.47,11.17,10.27,,,7.812
2020-02-03 11-45-47,18,19,,9.39,9.99,9.39,9.47,11.17,10.27,8.56,72.687641138,7.812
2020-02-03 11-45-52,19,16,13796,,,,,,,,,4.687
2020-02-03 11-45-52,19,17,,13.59,11.89,9.99,,,,,,4.687
2020-02-03 11-45-52,19,18,,13.59,11.89,9.99,10.99,14.61,12.97,,,7.812
2020-02-03 11-45-52,19,19,,13.59,11.89,9.99,10.99,14.61,12.97,9.86,65.758989442,7.812
2020-02-03 11-45-52,20,16,36253,,,,,,,,,4.687
2020-02-03 11-45-52,20,17,,12.17,10.69,12.83,,,,,,4.687
2020-02-03 11-45-52,20,18,,12.17,10.69,12.83,13.81,13.91,12.37,,,7.812
2020-02-03 11-45-52,20,19,,12.17,10.69,12.83,13.81,13.91,12.37,10.32,66.121580098,7.812
2020-02-03 11-45-53,21,16,15194,,,,,,,,,4.687
2020-02-03 11-45-53,21,17,15194,13.11,13.69,11.33,,,,,,4.687
2020-02-03 11-45-53,21,18,15194,13.11,13.69,11.33,9.33,13.39,15.41,,,7.812
2020-02-03 11-45-53,21,19,15194,13.11,13.69,11.33,9.33,13.39,15.41,10.06,64.45593290050002,7.812
2020-02-03 11-45-53,22,16,13808,,,,,,,,,4.687
2020-02-03 11-45-53,22,17,,10.05,10.27,10.17,,,,,,4.687
2020-02-03 11-45-53,22,18,,10.05,10.27,10.17,9.49,9.95,10.41,,,7.812
2020-02-03 11-45-53,22,19,,10.05,10.27,10.17,9.49,9.95,10.41,8.66,72.510615368,7.812
2020-02-03 11-45-54,23,16,7861,,,,,,,,,4.687
2020-02-03 11-45-54,23,17,,11.93,13.41,13.39,,,,,,4.687
2020-02-03 11-45-54,23,18,,11.93,13.41,13.39,12.33,10.17,10.43,,,7.812
2020-02-03 11-45-54,23,19,,11.93,13.41,13.39,12.33,10.17,10.43,9.66,67.71752566450002,7.812
2020-02-03 11-45-55,25,16,0,,,,,,,,,4.687
2020-02-03 11-45-55,25,17,0,0.0,0.0,0.0,,,,,,4.687
2020-02-03 11-45-55,25,18,,,,,0.0,0.0,0.0,,,7.812
2020-02-03 11-45-55,25,19,,,,,0.0,0.0,0.0,0.0,-2.0462,7.812
2020-02-03 11-46-14,10,16,36438,,,,,,,,,4.75
2020-02-03 11-46-14,10,17,36438,108.86,120.94,124.47,,,,,,4.75
2020-02-03 11-46-14,10,18,,,,,45.7,40.95,40.96,,,7.75
2020-02-03 11-46-15,11,16,8035,,,,,,,,,4.75
2020-02-03 11-46-15,11,17,8035,13.27,10.85,9.67,,,,,,4.75
2020-02-03 11-46-15,11,18,8035,13.27,10.85,9.67,12.03,12.81,11.81,,,7.75
2020-02-03 11-46-15,11,19,,,,,,,,-39.389999999999986,-2.0462,7.75
2020-02-03 11-46-15,12,16,16636,,,,,,,,,4.75
2020-02-03 11-46-15,12,17,16636,12.09,10.37,11.31,,,,,,4.75
2020-02-03 11-46-15,12,18,16636,12.09,10.37,11.31,11.93,12.47,12.71,,,7.75
2020-02-03 11-46-15,12,19,16636,12.09,10.37,11.31,11.93,12.47,12.71,9.97,62.963862002,7.75
2020-02-03 11-46-16,13,16,17224,,,,,,,,,4.75
2020-02-03 11-46-16,13,17,17224,8.87,10.51,11.27,,,,,,4.75
2020-02-03 11-46-16,13,18,,,,,10.93,13.49,12.17,,,7.75
2020-02-03 11-46-16,13,19,,,,,10.93,13.49,12.17,8.44,70.5854729605,7.75
2020-02-03 11-46-16,14,16,16794,,,,,,,,,4.75
2020-02-03 11-46-16,14,17,16794,12.47,13.05,12.91,,,,,,4.75
2020-02-03 11-46-16,14,18,16794,12.47,13.05,12.91,12.71,13.65,9.39,,,7.75
2020-02-03 11-46-16,14,19,16794,12.47,13.05,12.91,12.71,13.65,9.39,11.04,64.0912361845,7.75
2020-02-03 11-46-17,15,16,0,,,,,,,,,4.75
2020-02-03 11-46-17,15,17,0,0.0,0.0,0.0,,,,,,4.75
2020-02-03 11-46-17,15,18,0,0.0,0.0,0.0,0.0,0.0,0.0,,,7.75
2020-02-03 11-46-17,15,19,,,,,,,,0.0,-2.0462,7.75
2020-02-03 11-46-17,16,16,10145,,,,,,,,,4.75
2020-02-03 11-46-17,16,17,10145,10.99,10.13,8.27,,,,,,4.75
2020-02-03 11-46-17,16,18,10145,10.99,10.13,8.27,9.47,9.21,8.19,,,7.75
2020-02-03 11-46-17,16,19,10145,10.99,10.13,8.27,9.47,9.21,8.19,9.9,68.97587120050001,7.75
2020-02-03 11-46-18,17,16,9690,,,,,,,,,4.75
2020-02-03 11-46-18,17,17,9690,12.13,10.85,10.23,,,,,,4.75
2020-02-03 11-46-18,17,18,9690,12.13,10.85,10.23,11.27,13.81,10.51,,,7.75
2020-02-03 11-46-18,17,19,9690,12.13,10.85,10.23,11.27,13.81,10.51,10.44,66.0913817605,7.75
2020-02-03 11-46-18,18,16,8818,,,,,,,,,4.75
2020-02-03 11-46-18,18,17,8818,9.43,10.31,9.33,,,,,,4.75
2020-02-03 11-46-18,18,18,8818,9.43,10.31,9.33,9.07,11.09,10.31,,,7.75
