Date,NodeID,FrameID,MeasurementCounter,PlantTemp1,PlantTemp2,PlantTemp3,PlantTemp4,PlantTemp5,PlantTemp6,AirTempLoc,Humidity,AirTemp
2020-02-20 22-00-14,10,16,61282,,,,,,,,,3.625
2020-02-20 22-00-14,10,17,,63.42,112.53,120.46,,,,,,3.625
2020-02-20 22-00-14,10,18,,63.42,112.53,120.46,43.91,40.95,40.96,,,5.25
2020-02-20 22-00-15,11,16,31966,,,,,,,,,3.625
2020-02-20 22-00-15,11,17,,9.15,8.79,9.29,,,,,,3.625
2020-02-20 22-00-15,11,18,,9.15,8.79,9.29,8.79,8.93,9.07,,,5.25
2020-02-20 22-00-15,11,19,,9.15,8.79,9.29,8.79,8.93,9.07,-39.389999999999986,-2.0462,5.25
2020-02-20 22-00-15,12,16,39798,,,,,,,,,3.625
2020-02-20 22-00-15,12,17,,4.93,9.33,9.07,,,,,,3.625
2020-02-20 22-00-15,12,18,,4.93,9.33,9.07,9.11,8.83,9.01,,,5.25
2020-02-20 22-00-15,12,19,,4.93,9.33,9.07,9.11,8.83,9.01,4.68,88.0106454205,5.25
2020-02-20 22-00-16,13,16,39494,,,,,,,,,3.625
2020-02-20 22-00-16,13,17,,9.07,9.11,8.75,,,,,,3.625
2020-02-20 22-00-16,13,18,,9.07,9.11,8.75,8.65,8.83,9.35,,,5.25
2020-02-20 22-00-16,13,19,,9.07,9.11,8.75,8.65,8.83,9.35,4.6,97.4874868645,5.25
2020-02-20 22-00-16,14,16,40041,,,,,,,,,3.625
2020-02-20 22-00-16,14,17,,8.93,9.01,8.61,,,,,,3.625
2020-02-20 22-00-16,14,18,,8.93,9.01,8.61,8.89,8.61,9.01,,,5.25
2020-02-20 22-00-16,14,19,,8.93,9.01,8.61,8.89,8.61,9.01,6.04,91.40437415200002,5.25
2020-02-20 22-00-17,15,16,0,,,,,,,,,3.625
2020-02-20 22-00-17,15,17,,0.0,0.0,0.0,,,,,,3.625
2020-02-20 22-00-17,15,18,,0.0,0.0,0.0,0.0,0.0,0.0,,,5.25
