Date,NodeID,FrameID,MeasurementCounter,PlantTemp1,PlantTemp2,PlantTemp3,PlantTemp4,PlantTemp5,PlantTemp6,AirTempLoc,Humidity,AirTemp
2020-02-26 08-38-24,10,16,3598,,,,,,,,,0.812
2020-02-26 08-38-24,10,17,3598,114.9,123.75,126.16,,,,,,0.812
2020-02-26 08-38-24,10,18,3598,114.9,123.75,126.16,38.91,40.95,0.0,,,7.125
2020-02-26 08-39-33,10,16,3599,,,,,,,,,0.812
2020-02-26 08-39-33,10,17,3599,62.35,111.76,119.88,,,,,,0.812
2020-02-26 08-39-33,10,18,3599,62.35,111.76,119.88,38.96,40.95,0.0,,,7.125
2020-02-26 08-39-36,11,16,39790,,,,,,,,,0.812
2020-02-26 08-39-36,11,17,39790,2.27,1.79,2.05,,,,,,0.812
2020-02-26 08-39-36,11,18,39790,2.27,1.79,2.05,2.05,1.89,0.43,,,7.312
2020-02-26 08-39-36,11,19,39790,2.27,1.79,2.05,2.05,1.89,0.43,-39.389999999999986,-2.0462,7.312
2020-02-26 08-39-38,12,16,46152,,,,,,,,,0.812
2020-02-26 08-39-38,12,17,,5.85,6.25,6.97,,,,,,0.812
2020-02-26 08-39-38,12,18,,5.85,6.25,6.97,6.79,7.01,7.19,,,7.312
2020-02-26 08-39-38,12,19,,5.85,6.25,6.97,6.79,7.01,7.19,7.28,71.4756755005,7.312
2020-02-26 08-39-43,13,16,46423,,,,,,,,,0.812
2020-02-26 08-39-43,13,17,,6.25,7.45,6.87,,,,,,0.812
2020-02-26 08-39-43,13,18,,6.25,7.45,6.87,4.79,6.65,5.49,,,7.312
2020-02-26 08-39-43,13,19,,6.25,7.45,6.87,4.79,6.65,5.49,8.52,69.9308325125,7.312
2020-02-26 08-39-43,14,16,46410,,,,,,,,,0.812
2020-02-26 08-39-43,14,17,,7.83,9.29,7.77,,,,,,0.812
2020-02-26 08-39-43,14,18,,7.83,9.29,7.77,7.95,7.97,7.77,,,7.312
2020-02-26 08-39-43,14,19,,7.83,9.29,7.77,7.95,7.97,7.77,7.6,71.4756755005,7.312
2020-02-26 08-39-44,15,16,0,,,,,,,,,0.812
2020-02-26 08-39-44,15,17,,0.0,0.0,0.0,,,,,,0.812
2020-02-26 08-39-44,15,18,,0.0,0.0,0.0,0.0,0.0,0.0,,,7.312
2020-02-26 08-39-44,15,19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0462,7.312
2020-02-26 08-39-44,16,16,40674,,,,,,,,,0.812
2020-02-26 08-39-44,16,17,,2.99,2.55,2.51,,,,,,0.812
2020-02-26 08-39-44,16,18,,2.99,2.55,2.51,1.05,3.03,3.11,,,7.312
2020-02-26 08-39-44,16,19,,2.99,2.55,2.51,1.05,3.03,3.11,-39.389999999999986,-2.0462,7.312
2020-02-26 08-39-45,17,16,41045,,,,,,,,,0.812
2020-02-26 08-39-45,17,17,,3.33,0.87,2.59,,,,,,0.812
2020-02-26 08-39-45,17,18,,3.33,0.87,2.59,3.55,3.71,1.75,,,7.312
2020-02-26 08-39-45,17,19,,3.33,0.87,2.59,3.55,3.71,1.75,6.49,76.02930432800001,7.312
2020-02-26 08-39-45,18,16,0,,,,,,,,,0.812
2020-02-26 08-39-45,18,17,,0.0,0.0,0.0,,,,,,0.812
2020-02-26 08-39-45,18,18,,0.0,0.0,0.0,0.0,0.0,0.0,,,7.312
2020-02-26 08-39-45,18,19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0462,7.312
2020-02-26 08-39-46,19,16,44390,,,,,,,,,0.812
2020-02-26 08-39-46,19,17,,0.91,1.01,0.29,,,,,,0.812
2020-02-26 08-39-46,19,18,,0.91,1.01,0.29,0.43,0.97,0.25,,,7.312
2020-02-26 08-39-46,19,19,,0.91,1.01,0.29,0.43,0.97,0.25,5.05,76.08755984200002,7.312
2020-02-26 08-39-46,20,16,64564,,,,,,,,,0.812
2020-02-26 08-39-46,20,17,,0.21,0.43,0.51,,,,,,0.812
2020-02-26 08-39-46,20,18,,0.21,0.43,0.51,0.33,0.29,-0.06000000000005912,,,7.312
2020-02-26 08-39-46,20,19,,0.21,0.43,0.51,0.33,0.29,-0.06000000000005912,1.5,108.1061377045,7.312
2020-02-26 08-39-47,21,16,43512,,,,,,,,,0.812
2020-02-26 08-39-47,21,17,,0.51,0.51,0.09,,,,,,0.812
2020-02-26 08-39-47,21,18,,0.51,0.51,0.09,0.05,0.59,-0.2799999999999727,,,7.312
2020-02-26 08-39-47,21,19,,0.51,0.51,0.09,0.05,0.59,-0.2799999999999727,1.24,99.161809672,7.312
2020-02-26 08-39-47,22,16,44529,,,,,,,,,0.812
2020-02-26 08-39-47,22,17,,2.43,2.09,1.47,,,,,,0.812
2020-02-26 08-39-47,22,18,,2.43,2.09,1.47,0.63,1.25,2.69,,,7.312
2020-02-26 08-39-47,22,19,,2.43,2.09,1.47,0.63,1.25,2.69,4.12,91.40437415200002,7.312
2020-02-26 08-39-48,23,16,37426,,,,,,,,,0.812
2020-02-26 08-39-48,23,17,,1.33,1.41,1.05,,,,,,0.812
2020-02-26 08-39-48,23,18,,1.33,1.41,1.05,0.51,0.87,0.29,,,7.312
2020-02-26 08-39-48,23,19,,1.33,1.41,1.05,0.51,0.87,0.29,2.06,105.6554200405,7.312
2020-02-26 08-39-49,25,16,36574,,,,,,,,,0.812
2020-02-26 08-39-49,25,17,,1.79,2.17,2.61,,,,,,0.812
2020-02-26 08-39-49,25,18,,1.79,2.17,2.61,1.75,1.83,1.67,,,7.312
2020-02-26 08-39-49,25,19,,1.79,2.17,2.61,1.75,1.83,1.67,-39.389999999999986,-2.0462,7.312
2020-02-26 08-40-14,10,16,3600,,,,,,,,,0.812
2020-02-26 08-40-14,10,17,,77.87,117.99,122.39,,,,,,0.812
2020-02-26 08-40-14,10,18,,77.87,117.99,122.39,38.9,40.95,0.0,,,7.437
2020-02-26 08-40-15,11,16,39791,,,,,,,,,0.812
2020-02-26 08-40-15,11,17,,2.43,1.93,2.01,,,,,,0.812
2020-02-26 08-40-15,11,18,,2.43,1.93,2.01,2.13,2.05,1.79,,,7.437
2020-02-26 08-40-15,11,19,,2.43,1.93,2.01,2.13,2.05,1.79,-39.389999999999986,-2.0462,7.437
2020-02-26 08-40-15,12,16,46153,,,,,,,,,0.812
2020-02-26 08-40-15,12,17,,6.07,6.43,7.27,,,,,,0.812
2020-02-26 08-40-15,12,18,,6.07,6.43,7.27,7.19,7.33,7.41,,,7.437
2020-02-26 08-40-15,12,19,,6.07,6.43,7.27,7.19,7.33,7.41,7.5,69.63275811250001,7.437
2020-02-26 08-40-16,13,16,46424,,,,,,,,,0.812
2020-02-26 08-40-16,13,17,,6.69,7.37,7.27,,,,,,0.812
