Date,NodeID,FrameID,MeasurementCounter,PlantTemp1,PlantTemp2,PlantTemp3,PlantTemp4,PlantTemp5,PlantTemp6,AirTempLoc,Humidity,AirTemp
2020-02-26 10-00-14,10,16,3680,,,,,,,,,2.437
2020-02-26 10-00-14,10,17,,106.73,120.65,124.33,,,,,,2.437
2020-02-26 10-00-14,10,18,,106.73,120.65,124.33,41.75,40.95,40.96,,,16.812
2020-02-26 10-00-15,11,16,39867,,,,,,,,,2.437
2020-02-26 10-00-15,11,17,,4.19,2.95,8.75,,,,,,2.437
2020-02-26 10-00-15,11,18,,4.19,2.95,8.75,5.15,6.75,9.67,,,16.812
2020-02-26 10-00-15,11,19,,4.19,2.95,8.75,5.15,6.75,9.67,-39.389999999999986,-2.0462,16.812
2020-02-26 10-00-15,12,16,46229,,,,,,,,,2.437
2020-02-26 10-00-15,12,17,,11.47,11.57,14.81,,,,,,2.437
2020-02-26 10-00-15,12,18,,11.47,11.57,14.81,13.89,13.51,13.61,,,16.812
2020-02-26 10-00-15,12,19,,11.47,11.57,14.81,13.89,13.51,13.61,13.99,46.077664072000005,16.812
2020-02-26 10-00-16,13,16,46500,,,,,,,,,2.437
2020-02-26 10-00-16,13,17,,11.21,14.25,14.99,,,,,,2.437
2020-02-26 10-00-16,13,18,,11.21,14.25,14.99,6.57,10.13,10.23,,,16.812
2020-02-26 10-00-16,13,19,,11.21,14.25,14.99,6.57,10.13,10.23,17.42,38.576828402000004,16.812
2020-02-26 10-00-16,14,16,46487,,,,,,,,,2.437
2020-02-26 10-00-16,14,17,,11.99,15.15,13.79,,,,,,2.437
2020-02-26 10-00-16,14,18,,11.99,15.15,13.79,12.67,15.09,15.47,,,16.812
2020-02-26 10-00-16,14,19,,11.99,15.15,13.79,12.67,15.09,15.47,12.82,54.510641544500004,16.812
2020-02-26 10-00-17,15,16,0,,,,,,,,,2.437
2020-02-26 10-00-17,15,17,,0.0,0.0,0.0,,,,,,2.437
2020-02-26 10-00-17,15,18,,0.0,0.0,0.0,0.0,0.0,0.0,,,16.812
2020-02-26 10-00-17,15,19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0462,16.812
2020-02-26 10-00-17,16,16,40751,,,,,,,,,2.437
2020-02-26 10-00-17,16,17,,11.47,8.23,9.91,,,,,,2.437
2020-02-26 10-00-17,16,18,,11.47,8.23,9.91,7.95,10.43,9.77,,,16.812
2020-02-26 10-00-17,16,19,,11.47,8.23,9.91,7.95,10.43,9.77,-39.389999999999986,-2.0462,16.812
2020-02-26 10-00-18,17,16,41122,,,,,,,,,2.437
2020-02-26 10-00-18,17,17,,8.55,2.09,8.13,,,,,,2.437
2020-02-26 10-00-18,17,18,,8.55,2.09,8.13,9.57,11.89,7.51,,,16.812
2020-02-26 10-00-18,17,19,,8.55,2.09,8.13,9.57,11.89,7.51,12.78,52.146685682000005,16.812
2020-02-26 10-00-18,18,16,0,,,,,,,,,2.437
2020-02-26 10-00-18,18,17,,0.0,0.0,0.0,,,,,,2.437
2020-02-26 10-00-18,18,18,,0.0,0.0,0.0,0.0,0.0,0.0,,,16.812
2020-02-26 10-00-18,18,19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0462,16.812
2020-02-26 10-00-19,19,16,44467,,,,,,,,,2.437
2020-02-26 10-00-19,19,17,,0.71,0.83,0.55,,,,,,2.437
2020-02-26 10-00-19,19,18,,0.71,0.83,0.55,0.25,0.47,0.59,,,16.812
2020-02-26 10-00-19,19,19,,0.71,0.83,0.55,0.25,0.47,0.59,9.42,58.41068048200001,16.812
2020-02-26 10-00-19,20,16,64641,,,,,,,,,2.437
2020-02-26 10-00-19,20,17,,-0.4800000000000182,0.75,-0.10000000000002274,,,,,,2.437
2020-02-26 10-00-19,20,18,,-0.4800000000000182,0.75,-0.10000000000002274,0.47,-0.5199999999999818,-1.1599999999999682,,,16.812
2020-02-26 10-00-19,20,19,,-0.4800000000000182,0.75,-0.10000000000002274,0.47,-0.5199999999999818,-1.1599999999999682,4.64,104.52234616450001,16.812
2020-02-26 10-00-20,21,16,43589,,,,,,,,,2.437
2020-02-26 10-00-20,21,17,,-0.7599999999999909,-0.06000000000005912,-1.1200000000000045,,,,,,2.437
