Date,NodeID,FrameID,MeasurementCounter,PlantTemp1,PlantTemp2,PlantTemp3,PlantTemp4,PlantTemp5,PlantTemp6,AirTempLoc,Humidity,AirTemp
2020-02-19 03-00-14,10,16,58702,,,,,,,,,0.937
2020-02-19 03-00-14,10,17,,77.05,118.04,122.78,,,,,,0.937
2020-02-19 03-00-14,10,18,,77.05,118.04,122.78,40.69,40.95,40.96,,,2.75
2020-02-19 03-00-14,11,16,29384,,,,,,,,,0.937
2020-02-19 03-00-14,11,17,,4.71,5.89,6.03,,,,,,0.937
2020-02-19 03-00-14,11,18,,4.71,5.89,6.03,5.67,5.85,6.07,,,2.75
2020-02-19 03-00-14,11,19,,4.71,5.89,6.03,5.67,5.85,6.07,-39.389999999999986,-2.0462,2.75
2020-02-19 03-00-15,12,16,37258,,,,,,,,,0.937
2020-02-19 03-00-15,12,17,,2.59,5.73,6.03,,,,,,0.937
2020-02-19 03-00-15,12,18,,2.59,5.73,6.03,5.63,5.85,5.81,,,2.75
2020-02-19 03-00-15,12,19,,2.59,5.73,6.03,5.63,5.85,5.81,2.44,91.65080031250001,2.75
2020-02-19 03-00-15,13,16,36954,,,,,,,,,0.937
2020-02-19 03-00-15,13,17,,6.25,6.07,5.49,,,,,,0.937
2020-02-19 03-00-15,13,18,,6.25,6.07,5.49,5.37,5.93,6.13,,,2.75
2020-02-19 03-00-15,13,19,,6.25,6.07,5.49,5.37,5.93,6.13,1.89,99.66427838050001,2.75
2020-02-19 03-00-16,14,16,37473,,,,,,,,,0.937
2020-02-19 03-00-16,14,17,,5.71,5.89,5.93,,,,,,0.937
2020-02-19 03-00-16,14,18,,5.71,5.89,5.93,5.55,5.95,6.07,,,2.75
2020-02-19 03-00-16,14,19,,5.71,5.89,5.93,5.55,5.95,6.07,3.38,93.4500277645,2.75
2020-02-19 03-00-16,15,16,0,,,,,,,,,0.937
2020-02-19 03-00-16,15,17,,0.0,0.0,0.0,,,,,,0.937
2020-02-19 03-00-16,15,18,,0.0,0.0,0.0,0.0,0.0,0.0,,,2.75
2020-02-19 03-00-16,15,19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0462,2.75
2020-02-19 03-00-17,16,16,30332,,,,,,,,,0.937
2020-02-19 03-00-17,16,17,,1.89,1.63,1.51,,,,,,0.937
2020-02-19 03-00-17,16,18,,1.89,1.63,1.51,1.43,1.79,1.63,,,2.75
2020-02-19 03-00-17,16,19,,1.89,1.63,1.51,1.43,1.79,1.63,-39.389999999999986,-2.0462,2.75
2020-02-19 03-00-17,17,16,30776,,,,,,,,,0.937
2020-02-19 03-00-17,17,17,,1.59,2.13,1.51,,,,,,0.937
2020-02-19 03-00-17,17,18,,1.59,2.13,1.51,1.97,2.43,1.93,,,2.75
2020-02-19 03-00-17,17,19,,1.59,2.13,1.51,1.97,2.43,1.93,1.87,103.6425578125,2.75
2020-02-19 03-00-18,18,16,0,,,,,,,,,0.937
2020-02-19 03-00-18,18,17,,0.0,0.0,0.0,,,,,,0.937
2020-02-19 03-00-18,18,18,,0.0,0.0,0.0,0.0,0.0,0.0,,,2.75
2020-02-19 03-00-18,18,19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0462,2.75
2020-02-19 03-00-18,19,16,34273,,,,,,,,,0.937
2020-02-19 03-00-18,19,17,,2.01,1.71,1.47,,,,,,0.937
2020-02-19 03-00-18,19,18,,2.01,1.71,1.47,1.33,1.75,1.79,,,2.75
2020-02-19 03-00-18,19,19,,2.01,1.71,1.47,1.33,1.75,1.79,1.04,44.461407122000004,2.75
2020-02-19 03-00-19,20,16,55499,,,,,,,,,0.937
2020-02-19 03-00-19,20,17,,1.09,2.35,2.21,,,,,,0.937
2020-02-19 03-00-19,20,18,,1.09,2.35,2.21,1.09,2.31,1.83,,,2.75
2020-02-19 03-00-19,20,19,,1.09,2.35,2.21,1.09,2.31,1.83,1.88,103.5906906805,2.75
2020-02-19 03-00-19,22,16,34516,,,,,,,,,0.937
2020-02-19 03-00-19,22,17,,1.05,1.79,1.41,,,,,,0.937
2020-02-19 03-00-19,22,18,,1.05,1.79,1.41,0.79,1.71,1.75,,,2.75
2020-02-19 03-00-19,22,19,,1.05,1.79,1.41,0.79,1.71,1.75,1.16,74.89077060050002,2.75
2020-02-19 03-00-19,21,16,34566,,,,,,,,,0.937
2020-02-19 03-00-19,21,17,,1.29,2.25,1.97,,,,,,0.937
2020-02-19 03-00-19,21,18,,1.29,2.25,1.97,1.93,1.59,0.97,,,2.75
2020-02-19 03-00-19,21,19,,1.29,2.25,1.97,1.93,1.59,0.97,1.52,96.68573884450001,2.75
2020-02-19 03-00-20,22,16,34516,,,,,,,,,0.937
2020-02-19 03-00-20,22,17,,1.05,1.79,1.41,,,,,,0.937
2020-02-19 03-00-20,22,18,,1.05,1.79,1.41,0.79,1.71,1.75,,,2.75
2020-02-19 03-00-20,22,19,,1.05,1.79,1.41,0.79,1.71,1.75,1.16,74.89077060050002,2.75
2020-02-19 03-00-20,23,16,28479,,,,,,,,,0.937
2020-02-19 03-00-20,23,17,,2.13,1.85,1.47,,,,,,0.937
2020-02-19 03-00-20,23,18,,2.13,1.85,1.47,1.47,1.93,1.47,,,2.75
2020-02-19 03-00-20,23,19,,2.13,1.85,1.47,1.47,1.93,1.47,1.56,102.680949698,2.75
2020-02-19 03-00-21,25,16,26187,,,,,,,,,0.937
2020-02-19 03-00-21,25,17,,1.47,1.67,2.05,,,,,,0.937
2020-02-19 03-00-21,25,18,,1.47,1.67,2.05,1.37,1.43,1.09,,,2.75
2020-02-19 03-00-21,25,19,,1.47,1.67,2.05,1.37,1.43,1.09,-39.389999999999986,-2.0462,2.75
2020-02-19 03-01-08,10,16,58703,,,,,,,,,0.937
2020-02-19 03-01-08,10,17,,75.74,117.7,122.83,,,,,,0.937
2020-02-19 03-01-08,10,18,,75.74,117.7,122.83,40.66,40.95,40.96,,,2.75
2020-02-19 03-01-12,11,16,29385,,,,,,,,,0.937
2020-02-19 03-01-12,11,17,,4.93,5.55,5.49,,,,,,0.937
2020-02-19 03-01-12,11,18,,4.93,5.55,5.49,5.37,5.51,5.49,,,2.75
2020-02-19 03-01-12,11,19,,4.93,5.55,5.49,5.37,5.51,5.49,-39.389999999999986,-2.0462,2.75
2020-02-19 03-01-13,20,16,55500,,,,,,,,,0.937
2020-02-19 03-01-13,20,17,,1.29,1.89,2.31,,,,,,0.937
2020-02-19 03-01-13,20,18,,1.29,1.89,2.31,1.43,1.89,1.79,,,2.75
2020-02-19 03-01-13,20,19,,1.29,1.89,2.31,1.43,1.89,1.79,1.89,103.5906906805,2.75
2020-02-19 03-01-15,21,16,34567,,,,,,,,,0.937
2020-02-19 03-01-15,21,17,,1.59,2.25,1.97,,,,,,0.937
2020-02-19 03-01-15,21,18,,1.59,2.25,1.97,2.17,1.97,1.05,,,2.75
2020-02-19 03-01-15,21,19,,1.59,2.25,1.97,2.17,1.97,1.05,1.51,96.73927806050001,2.75
2020-02-19 03-01-18,23,16,28480,,,,,,,,,0.937
2020-02-19 03-01-18,23,17,,2.13,2.09,1.51,,,,,,0.937
2020-02-19 03-01-18,23,18,,2.13,2.09,1.51,1.25,1.67,1.63,,,2.75
2020-02-19 03-01-18,23,19,,2.13,2.09,1.51,1.25,1.67,1.63,1.56,102.7069965445,2.75
2020-02-19 03-01-19,25,16,26188,,,,,,,,,0.937
2020-02-19 03-01-19,25,17,,1.85,1.55,1.83,,,,,,0.937
2020-02-19 03-01-19,25,18,,1.85,1.55,1.83,1.17,1.59,1.13,,,2.75
2020-02-19 03-01-19,25,19,,1.85,1.55,1.83,1.17,1.59,1.13,-39.389999999999986,-2.0462,2.75
2020-02-19 03-01-19,22,16,34517,,,,,,,,,0.937
2020-02-19 03-01-19,22,17,,1.63,1.41,1.29,,,,,,0.937
