TempPlant1,TempPlant2,TempPlant4,Air_temp_loc,Humedity,air_temp,Ambient_1_4,Date
3.19,2.69,2.85,2.91,42.64172845,4.25,3.312,2020-03-01 00-00-19
3.15,2.61,2.65,2.91,42.67431046450001,4.25,3.312,2020-03-01 00-01-19
3.33,2.89,2.61,2.95,42.772037362000006,4.25,3.312,2020-03-01 00-02-19
2.99,3.11,2.31,3.05,42.576554848,4.187,3.375,2020-03-01 00-03-19
3.25,3.11,2.81,3.02,42.511368482,4.25,3.375,2020-03-01 00-04-19
3.37,2.91,2.43,2.99,42.4787705125,4.25,3.375,2020-03-01 00-05-18
3.71,3.07,2.73,3.09,42.4135650005,4.312,3.437,2020-03-01 00-07-18
3.25,3.15,2.55,3.04,42.315732800000006,4.312,3.437,2020-03-01 00-08-18
3.29,2.81,2.95,3.08,42.18524519200001,4.312,3.437,2020-03-01 00-09-19
3.15,2.81,2.69,3.02,42.315732800000006,4.312,3.375,2020-03-01 00-10-19
3.49,3.15,2.89,3.08,42.25049537800001,4.25,3.375,2020-03-01 00-11-19
3.37,2.81,2.95,3.06,42.315732800000006,4.312,3.312,2020-03-01 00-12-19
3.85,2.73,2.69,3.06,42.25049537800001,4.312,3.312,2020-03-01 00-13-19
3.19,3.19,2.81,3.04,42.18524519200001,4.312,3.312,2020-03-01 00-14-18
3.55,2.99,2.69,3.02,42.25049537800001,4.25,3.312,2020-03-01 00-15-19
3.37,2.85,2.61,3.04,42.25049537800001,4.312,3.312,2020-03-01 00-16-19
3.45,3.19,2.51,3.02,42.152615312500004,4.312,3.312,2020-03-01 00-17-19
3.41,2.73,2.85,2.97,42.18524519200001,4.25,3.25,2020-03-01 00-18-19
2.89,3.23,2.61,2.98,42.217871880500006,4.25,3.187,2020-03-01 00-19-19
3.11,3.19,2.65,2.99,42.152615312500004,4.25,3.25,2020-03-01 00-20-19
3.37,3.15,2.85,2.96,42.152615312500004,4.312,3.25,2020-03-01 00-21-19
3.29,2.99,3.03,3.02,42.087345980500004,4.25,3.25,2020-03-01 00-22-19
3.67,2.99,2.99,3,41.924116808,4.25,3.25,2020-03-01 00-23-19
3.15,2.95,2.61,2.97,41.989418050000005,4.312,3.25,2020-03-01 00-24-19
2.89,2.99,2.43,2.94,42.054706528000004,4.312,3.187,2020-03-01 00-25-19
3.45,2.39,2.69,2.92,41.989418050000005,4.25,3.187,2020-03-01 00-26-19
3.19,3.37,2.61,2.84,42.02206388450001,4.187,3.187,2020-03-01 00-28-19
3.45,2.73,2.51,2.86,41.989418050000005,4.187,3.125,2020-03-01 00-29-19
3.37,2.39,2.91,2.86,42.054706528000004,4.187,3.125,2020-03-01 00-30-19
3.15,2.95,2.47,2.88,42.02206388450001,4.187,3.125,2020-03-01 00-31-19
3.29,3.03,2.51,2.88,41.891461400500006,4.187,3.125,2020-03-01 00-32-19
3.11,2.73,2.73,2.84,41.858802802,4.125,3.062,2020-03-01 00-33-18
2.89,2.61,2.25,2.74,42.119982242000006,4.125,3,2020-03-01 00-35-19
2.91,2.43,2.65,2.79,42.087345980500004,4.125,3,2020-03-01 00-36-19
3.37,3.19,2.51,2.72,42.119982242000006,4.062,2.937,2020-03-01 00-37-19
3.29,2.39,2.51,2.72,42.18524519200001,4.062,3,2020-03-01 00-38-19
3.33,3.07,2.51,2.72,42.152615312500004,4.062,2.937,2020-03-01 00-39-19
2.81,2.65,2.59,2.73,42.152615312500004,4.062,3,2020-03-01 00-40-19
3.19,2.81,2.39,2.72,41.989418050000005,4.062,3,2020-03-01 00-41-19
3.07,3.03,2.51,2.76,42.054706528000004,4.062,3,2020-03-01 00-42-19
3.33,2.81,2.47,2.8,41.989418050000005,4.062,3.062,2020-03-01 00-43-19
2.85,2.27,2.73,2.83,41.989418050000005,4.062,3.062,2020-03-01 00-44-19
3.15,2.91,2.43,2.84,41.858802802,4.062,3.062,2020-03-01 00-45-19
3.03,2.65,2.59,2.87,41.82614101250001,4.062,3.125,2020-03-01 00-46-17
3.15,2.95,2.77,2.88,41.728136498000005,4.062,3.062,2020-03-01 00-47-19
3.15,2.47,2.65,2.87,41.6301032645,4.125,3.125,2020-03-01 00-48-19
3.23,2.69,2.51,2.8,41.662784200000004,4.125,3.062,2020-03-01 00-49-19
2.99,2.91,2.73,2.88,41.4993476125,4.125,3.062,2020-03-01 00-50-19
2.81,2.77,2.39,2.89,41.466650722000004,4.125,3.062,2020-03-01 00-51-19
3.29,2.81,2.69,2.85,41.466650722000004,4.125,3.062,2020-03-01 00-52-18
3.33,2.55,2.81,2.9,41.270402368000006,4.125,3.125,2020-03-01 00-53-19
3.55,2.99,2.39,2.93,41.204960722,4.187,3.125,2020-03-01 00-54-19
3.03,2.85,2.51,2.88,41.172235112500005,4.187,3.125,2020-03-01 00-55-19
3.03,2.59,2.55,2.86,41.172235112500005,4.187,3.125,2020-03-01 00-56-19
3.29,3.19,2.77,2.88,41.074039138,4.187,3.187,2020-03-01 00-57-19
2.89,2.61,2.61,2.94,40.97581444450001,4.187,3.125,2020-03-01 00-58-19
2.69,3.29,2.81,2.98,41.0085592,4.187,3.187,2020-03-01 00-59-18
3.45,2.81,2.51,2.94,41.0085592,4.25,3.187,2020-03-01 01-00-18
3.15,3.15,2.99,2.95,41.139506312,4.25,3.187,2020-03-01 01-01-18
3.33,3.11,2.61,2.98,41.204960722,4.25,3.25,2020-03-01 01-02-19
3.41,3.29,2.61,2.98,41.466650722000004,4.25,3.25,2020-03-01 01-03-19
3.25,2.91,2.39,3,41.5647318205,4.25,3.25,2020-03-01 01-04-19
2.91,3.07,2.77,3.01,41.5647318205,4.25,3.25,2020-03-01 01-05-19
3.67,2.85,2.73,2.98,41.793476032,4.312,3.187,2020-03-01 01-06-19
3.11,2.91,2.81,3.02,41.728136498000005,4.25,3.25,2020-03-01 01-07-19
3.25,2.85,2.73,2.94,41.989418050000005,4.312,3.187,2020-03-01 01-08-19
3.67,2.61,2.85,2.96,41.989418050000005,4.312,3.125,2020-03-01 01-09-19
3.41,3.29,2.61,2.97,42.18524519200001,4.25,3.062,2020-03-01 01-10-19
3.07,3.15,2.73,2.93,42.380957458000005,4.25,3,2020-03-01 01-11-19
3.07,2.89,2.27,2.94,42.511368482,4.25,3,2020-03-01 01-12-19
3.37,3.03,2.35,2.89,42.64172845,4.187,2.875,2020-03-01 01-13-19
3.19,3.33,2.77,2.91,42.739464920500005,4.187,2.875,2020-03-01 01-14-19
3.29,3.23,2.39,2.86,43.03250201800001,4.187,2.812,2020-03-01 01-15-19
3.15,3.63,2.47,2.82,43.09758627200001,4.187,2.812,2020-03-01 01-16-19
3.15,3.29,2.61,2.88,43.227716488000006,4.187,2.812,2020-03-01 01-17-19
3.15,2.81,2.69,2.88,43.227716488000006,4.125,2.812,2020-03-01 01-18-18
2.81,2.77,2.65,2.86,43.487823752000004,4.125,2.75,2020-03-01 01-19-19
3.25,3.29,2.89,2.8,43.55281865800001,4.125,2.687,2020-03-01 01-20-19
3.25,2.77,2.51,2.8,43.747726792,4.125,2.625,2020-03-01 01-21-19
3.07,2.89,2.47,2.81,43.87760172800001,4.062,2.625,2020-03-01 01-22-19
3.37,2.51,2.55,2.77,44.137198432000005,4.062,2.562,2020-03-01 01-23-19
3.67,3.55,2.77,2.78,44.137198432000005,4.062,2.562,2020-03-01 01-24-19
3.63,2.91,2.85,2.78,44.33176193800001,4.062,2.562,2020-03-01 01-25-19
3.45,3.11,2.61,2.76,44.493810440500006,4,2.5,2020-03-01 01-26-19
2.95,3.33,2.09,2.76,44.655779168,4,2.562,2020-03-01 01-27-19
3.23,2.73,2.59,2.79,44.7529221125,3.937,2.562,2020-03-01 01-28-19
2.95,3.03,2.73,2.82,44.882401364500005,3.937,2.5,2020-03-01 01-29-19
2.73,3.37,2.59,2.8,44.979477298000006,3.937,2.5,2020-03-01 01-30-19
3.33,3.11,2.65,2.78,44.979477298000006,3.937,2.5,2020-03-01 01-31-18
3.63,2.59,2.69,2.8,45.173543008,3.937,2.5,2020-03-01 01-32-19
3.23,3.11,2.59,2.77,45.335176680500005,3.937,2.437,2020-03-01 01-33-19
3.15,3.15,2.77,2.78,45.464426180500006,3.875,2.5,2020-03-01 01-34-19
3.89,2.65,2.55,2.78,45.56132980000001,3.937,2.5,2020-03-01 01-35-19
3.15,2.69,2.47,2.81,45.787326560500006,3.937,2.437,2020-03-01 01-36-19
3.07,2.69,2.65,2.83,45.851868344500005,3.875,2.5,2020-03-01 01-37-18
3.33,2.91,2.55,2.78,46.238851004500006,3.875,2.5,2020-03-01 01-39-19
2.81,2.95,2.35,2.77,46.528786450000005,3.875,2.5,2020-03-01 01-40-19
3.33,3.03,2.69,2.73,46.56098554450001,3.875,2.5,2020-03-01 01-41-19
3.25,2.91,2.35,2.68,46.88280098450001,3.875,2.437,2020-03-01 01-42-19
3.11,2.59,2.43,2.71,46.94712578050001,3.812,2.437,2020-03-01 01-43-19
3.03,2.55,2.95,2.74,47.075737080500005,3.812,2.5,2020-03-01 01-44-18
3.33,2.81,2.47,2.72,47.172162050000004,3.875,2.5,2020-03-01 01-45-19
3.15,3.25,2.35,2.72,47.236429408000006,3.812,2.5,2020-03-01 01-46-19
3.11,2.85,2.51,2.68,47.33280651250001,3.812,2.5,2020-03-01 01-47-19
2.51,3.23,2.43,2.7,47.5254745645,3.812,2.5,2020-03-01 01-48-19
3.15,3.53,2.27,2.69,47.685943522,3.812,2.5,2020-03-01 01-49-19
2.85,3.11,2.61,2.68,47.685943522,3.812,2.5,2020-03-01 01-50-19
3.59,2.81,2.61,2.68,47.81426125,3.812,2.5,2020-03-01 01-51-19
3.23,2.85,2.39,2.66,47.878400968,3.812,2.5,2020-03-01 01-52-19
2.99,2.81,2.43,2.64,47.910466040500005,3.812,2.5,2020-03-01 01-53-19
2.99,3.29,2.35,2.66,48.102789464500006,3.812,2.5,2020-03-01 01-54-19
3.29,2.95,2.13,2.69,48.102789464500006,3.812,2.5,2020-03-01 01-55-18
3.23,2.91,2.59,2.66,48.198908098000004,3.812,2.5,2020-03-01 01-56-19
3.03,2.99,2.61,2.67,48.32702160200001,3.75,2.5,2020-03-01 01-57-19
2.91,2.69,2.13,2.69,48.2949980125,3.812,2.5,2020-03-01 01-58-19
2.69,3.23,2.27,2.62,48.45508405,3.812,2.5,2020-03-01 01-59-19
3.29,2.89,2.27,2.64,48.519096128,3.812,2.5,2020-03-01 02-00-19
3.15,2.89,2.25,2.62,48.647081992000004,3.812,2.5,2020-03-01 02-01-19
3.41,2.91,2.39,2.64,48.647081992000004,3.75,2.437,2020-03-01 02-02-19
2.81,2.89,2.39,2.64,48.743037884500005,3.75,2.437,2020-03-01 02-03-19
2.99,3.11,2.59,2.63,48.711055778,3.812,2.5,2020-03-01 02-04-19
2.99,2.99,2.47,2.64,48.7750168,3.812,2.5,2020-03-01 02-05-19
3.45,2.59,2.17,2.66,48.743037884500005,3.812,2.5,2020-03-01 02-06-19
2.59,3.15,2.55,2.68,48.838965058,3.812,2.5,2020-03-01 02-07-18
2.99,2.95,2.73,2.68,48.96682328200001,3.812,2.5,2020-03-01 02-08-18
