TempPlant3,TempPlant5,TempPlant6,Air_temp_loc,Humedity,air_temp,Ambient_1_6,Date
9.53,8.97,8.59,6.74,95.0736271045,5.562,4.312,2020-03-06 00-00-16
8.71,8.59,8.29,6.68,94.96574454050001,5.625,4.312,2020-03-06 00-01-16
9.29,9.07,8.69,6.52,95.100589768,5.562,4.312,2020-03-06 00-02-17
9.35,9.35,8.65,6.61,95.18145861250001,5.562,4.312,2020-03-06 00-03-16
9.25,8.93,8.51,6.67,95.0736271045,5.562,4.312,2020-03-06 00-04-15
10.03,9.53,9.49,6.64,94.992719968,5.562,4.312,2020-03-06 00-05-16
9.47,9.07,8.37,6.6,94.992719968,5.562,4.312,2020-03-06 00-06-16
9.03,8.89,8.23,6.53,95.04666125000001,5.562,4.25,2020-03-06 00-07-17
9.15,9.19,8.83,6.61,94.96574454050001,5.562,4.312,2020-03-06 00-08-17
9.53,9.47,9.29,6.66,94.80382496450001,5.562,4.312,2020-03-06 00-09-16
9.39,9.25,9.33,6.68,94.69581476050001,5.562,4.375,2020-03-06 00-10-16
9.29,8.29,8.37,6.62,94.58775350050001,5.625,4.375,2020-03-06 00-11-16
9.03,8.71,7.59,6.56,94.64179051250001,5.562,4.375,2020-03-06 00-12-16
9.29,9.25,8.45,6.65,94.5337037245,5.562,4.437,2020-03-06 00-13-16
9.25,9.29,8.89,6.68,94.398523442,5.562,4.375,2020-03-06 00-14-17
9.07,9.19,9.19,6.75,94.18206905800001,5.562,4.375,2020-03-06 00-15-17
9.21,9.11,8.83,6.76,94.1549979005,5.562,4.437,2020-03-06 00-16-16
9.03,8.79,8.69,6.74,94.019594248,5.562,4.437,2020-03-06 00-17-16
9.67,9.57,9.49,6.76,93.93831376450001,5.625,4.437,2020-03-06 00-18-16
9.49,9.53,9.07,6.82,93.7756666405,5.625,4.5,2020-03-06 00-19-16
9.53,9.49,9.21,6.82,93.7214254045,5.625,4.5,2020-03-06 00-20-17
9.07,8.79,8.29,6.65,93.6943,5.687,4.5,2020-03-06 00-21-17
9.77,8.71,8.45,6.64,93.911213888,5.625,4.5,2020-03-06 00-22-16
9.19,9.43,8.23,6.8,93.7214254045,5.625,4.5,2020-03-06 00-23-16
9.61,9.33,9.29,6.92,93.3957099445,5.687,4.562,2020-03-06 00-24-16
9.71,9.03,9.29,6.84,93.28703601250001,5.687,4.562,2020-03-06 00-25-16
