TempPlant1,TempPlant5,TempPlant6,Air_temp_loc,Humedity,air_temp,Ambient_1_6,Date
6.43,6.57,6.65,3.64,106.83339190450002,4.062,1.5,2020-01-27 00-00-15
6.35,6.53,6.51,3.58,106.83339190450002,4.062,1.5,2020-01-27 00-01-15
6.75,6.57,6.51,3.54,106.83339190450002,4.062,1.5,2020-01-27 00-03-15
6.69,6.87,6.83,3.54,106.83339190450002,4.125,1.5,2020-01-27 00-04-15
6.61,6.93,6.73,3.52,106.83339190450002,4.125,1.5,2020-01-27 00-05-15
6.21,5.41,6.25,3.52,106.85892500000001,4.187,1.5,2020-01-27 00-06-15
6.33,6.69,6.51,3.54,106.88445490450002,4.187,1.5,2020-01-27 00-07-15
6.93,6.75,6.93,3.53,106.88445490450002,4.25,1.5,2020-01-27 00-08-14
7.05,6.61,6.51,,106.88445490450002,4.25,1.5,2020-01-27 00-10-15
6.65,6.43,6.07,3.59,106.80785561800002,4.25,1.5,2020-01-27 00-11-15
6.73,6.53,6.57,3.6,106.83339190450002,4.25,1.5,2020-01-27 00-12-15
6.35,6.73,6.65,3.66,106.80785561800002,4.25,1.5,2020-01-27 00-13-15
6.93,6.65,6.75,3.64,106.80785561800002,4.25,1.5,2020-01-27 00-14-15
6.17,6.33,6.17,3.54,106.83339190450002,4.25,1.5,2020-01-27 00-16-15
6.93,6.65,6.33,3.6,106.83339190450002,4.25,1.5,2020-01-27 00-17-15
6.75,6.83,6.65,3.76,106.7312276125,4.187,1.5,2020-01-27 00-18-15
6.57,6.53,6.75,3.8,106.7312276125,4.187,1.562,2020-01-27 00-19-15
6.51,6.51,6.51,3.84,106.705678562,4.25,1.562,2020-01-27 00-20-15
6.61,5.95,6.21,3.86,106.68012632050001,4.187,1.562,2020-01-27 00-21-14
6.13,6.47,6.53,3.79,106.705678562,4.187,1.5,2020-01-27 00-22-15
7.09,6.69,6.65,3.63,106.75677347199999,4.187,1.5,2020-01-27 00-23-15
6.61,6.61,6.65,3.54,106.7823161405,4.187,1.5,2020-01-27 00-24-15
