Date,NodeID,FrameID,MeasurementCounter,PlantTemp1,PlantTemp2,PlantTemp3,PlantTemp4,PlantTemp5,PlantTemp6,AirTempLoc,Humidity,AirTemp
2020-02-27 21-00-14,10,16,5780,,,,,,,,,-1.625
2020-02-27 21-00-14,10,17,,58.97,110.69,119.93,,,,,,-1.625
2020-02-27 21-00-14,10,18,,58.97,110.69,119.93,38.61,40.95,40.96,,,0.187
2020-02-27 21-00-15,11,16,41023,,,,,,,,,-1.625
2020-02-27 21-00-15,11,17,,1.05,4.89,4.93,,,,,,-1.625
2020-02-27 21-00-15,11,18,,1.05,4.89,4.93,4.63,4.81,4.75,,,0.187
2020-02-27 21-00-15,11,19,,1.05,4.89,4.93,4.63,4.81,4.75,-39.389999999999986,-2.0462,0.187
2020-02-27 21-00-15,12,16,47385,,,,,,,,,-1.625
2020-02-27 21-00-15,12,17,,-0.13999999999998636,4.93,4.75,,,,,,-1.625
2020-02-27 21-00-15,12,18,,-0.13999999999998636,4.93,4.75,3.81,3.49,3.07,,,0.187
2020-02-27 21-00-15,12,19,,-0.13999999999998636,4.93,4.75,3.81,3.49,3.07,-0.12999999999999545,90.38857328450001,0.187
2020-02-27 21-00-16,13,16,47656,,,,,,,,,-1.625
2020-02-27 21-00-16,13,17,,4.57,5.01,1.29,,,,,,-1.625
2020-02-27 21-00-16,13,18,,4.57,5.01,1.29,4.31,4.67,4.85,,,0.187
2020-02-27 21-00-16,13,19,,4.57,5.01,1.29,4.31,4.67,4.85,-0.6399999999999864,94.64179051250001,0.187
2020-02-27 21-00-16,14,16,47646,,,,,,,,,-1.625
2020-02-27 21-00-16,14,17,,4.53,2.91,4.23,,,,,,-1.625
2020-02-27 21-00-16,14,18,,4.53,2.91,4.23,4.85,3.97,4.93,,,0.187
2020-02-27 21-00-16,14,19,,4.53,2.91,4.23,4.85,3.97,4.93,0.64,85.6091169205,0.187
2020-02-27 21-00-17,15,16,0,,,,,,,,,-1.625
2020-02-27 21-00-17,15,17,,0.0,0.0,0.0,,,,,,-1.625
2020-02-27 21-00-17,15,18,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.187
2020-02-27 21-00-17,15,19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0462,0.187
2020-02-27 21-00-17,16,16,41907,,,,,,,,,-1.625
2020-02-27 21-00-17,16,17,,-1.5,-0.9600000000000364,-1.4600000000000364,,,,,,-1.625
2020-02-27 21-00-17,16,18,,-1.5,-0.9600000000000364,-1.4600000000000364,-2.019999999999982,-1.2799999999999727,-1.6200000000000045,,,0.187
2020-02-27 21-00-17,16,19,,-1.5,-0.9600000000000364,-1.4600000000000364,-2.019999999999982,-1.2799999999999727,-1.6200000000000045,-39.389999999999986,-2.0462,0.187
2020-02-27 21-00-18,17,16,42278,,,,,,,,,-1.625
2020-02-27 21-00-18,17,17,,-0.6000000000000227,-0.7599999999999909,-1.2799999999999727,,,,,,-1.625
2020-02-27 21-00-18,17,18,,-0.6000000000000227,-0.7599999999999909,-1.2799999999999727,-0.8799999999999955,-0.22000000000002728,-0.9200000000000728,,,0.187
2020-02-27 21-00-18,17,19,,-0.6000000000000227,-0.7599999999999909,-1.2799999999999727,-0.8799999999999955,-0.22000000000002728,-0.9200000000000728,-0.9099999999999682,97.06024531250002,0.187
2020-02-27 21-00-18,18,16,0,,,,,,,,,-1.625
2020-02-27 21-00-18,18,17,,0.0,0.0,0.0,,,,,,-1.625
2020-02-27 21-00-18,18,18,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.187
2020-02-27 21-00-18,18,19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0462,0.187
2020-02-27 21-00-19,19,16,45623,,,,,,,,,-1.625
2020-02-27 21-00-19,19,17,,-0.2599999999999909,-0.39999999999997726,-2.259999999999991,,,,,,-1.625
2020-02-27 21-00-19,19,18,,-0.2599999999999909,-0.39999999999997726,-2.259999999999991,-0.2799999999999727,-1.240000000000009,-1.4600000000000364,,,0.187
2020-02-27 21-00-19,19,19,,-0.2599999999999909,-0.39999999999997726,-2.259999999999991,-0.2799999999999727,-1.240000000000009,-1.4600000000000364,-1.2799999999999727,73.89424270450002,0.187
2020-02-27 21-00-19,20,16,261,,,,,,,,,-1.625
2020-02-27 21-00-19,20,17,,-1.8600000000000136,0.25,0.25,,,,,,-1.625
2020-02-27 21-00-19,20,18,,-1.8600000000000136,0.25,0.25,-1.2799999999999727,-1.4200000000000728,-1.240000000000009,,,0.187
2020-02-27 21-00-19,20,19,,-1.8600000000000136,0.25,0.25,-1.2799999999999727,-1.4200000000000728,-1.240000000000009,-1.0500000000000682,100.1392387645,0.187
2020-02-27 21-00-20,21,16,44745,,,,,,,,,-1.625
2020-02-27 21-00-20,21,17,,-1.4200000000000728,-0.36000000000001364,-1.080000000000041,,,,,,-1.625
2020-02-27 21-00-20,21,18,,-1.4200000000000728,-0.36000000000001364,-1.080000000000041,-1.1200000000000045,-0.5600000000000591,-2.259999999999991,,,0.187
2020-02-27 21-00-20,21,19,,-1.4200000000000728,-0.36000000000001364,-1.080000000000041,-1.1200000000000045,-0.5600000000000591,-2.259999999999991,-1.5400000000000773,94.96574454050001,0.187
2020-02-27 21-00-20,22,16,46566,,,,,,,,,-1.625
2020-02-27 21-00-20,22,17,,-2.1800000000000637,-1.5,-1.5400000000000773,,,,,,-1.625
2020-02-27 21-00-20,22,18,,-2.1800000000000637,-1.5,-1.5400000000000773,-2.4600000000000364,-1.2000000000000455,-1.240000000000009,,,0.187
2020-02-27 21-00-20,22,19,,-2.1800000000000637,-1.5,-1.5400000000000773,-2.4600000000000364,-1.2000000000000455,-1.240000000000009,-1.5500000000000682,88.5103041445,0.187
2020-02-27 21-00-21,23,16,38659,,,,,,,,,-1.625
2020-02-27 21-00-21,23,17,,-0.36000000000001364,-0.22000000000002728,-1.2799999999999727,,,,,,-1.625
2020-02-27 21-00-21,23,18,,-0.36000000000001364,-0.22000000000002728,-1.2799999999999727,-1.7799999999999727,-0.6000000000000227,0.43,,,0.187
2020-02-27 21-00-21,23,19,,-0.36000000000001364,-0.22000000000002728,-1.2799999999999727,-1.7799999999999727,-0.6000000000000227,0.43,-1.1900000000000546,97.1136951805,0.187
2020-02-27 21-00-22,25,16,38671,,,,,,,,,-1.625
2020-02-27 21-00-22,25,17,,-1.580000000000041,-1.1599999999999682,-0.6000000000000227,,,,,,-1.625
2020-02-27 21-00-22,25,18,,-1.580000000000041,-1.1599999999999682,-0.6000000000000227,-2.019999999999982,-1.32000000000005,-1.9800000000000182,,,0.187
2020-02-27 21-00-22,25,19,,-1.580000000000041,-1.1599999999999682,-0.6000000000000227,-2.019999999999982,-1.32000000000005,-1.9800000000000182,-39.389999999999986,-2.0462,0.187
2020-02-27 21-01-14,10,16,5781,,,,,,,,,-1.562
2020-02-27 21-01-14,10,17,,110.98,122.78,125.2,,,,,,-1.562
2020-02-27 21-01-14,10,18,,110.98,122.78,125.2,38.59,40.95,40.96,,,0.25
2020-02-27 21-01-15,11,16,41024,,,,,,,,,-1.562
2020-02-27 21-01-15,11,17,,0.37,4.75,5.05,,,,,,-1.562
2020-02-27 21-01-15,11,18,,0.37,4.75,5.05,4.53,4.79,4.49,,,0.25
2020-02-27 21-01-15,11,19,,0.37,4.75,5.05,4.53,4.79,4.49,-39.389999999999986,-2.0462,0.25
2020-02-27 21-01-15,12,16,47386,,,,,,,,,-1.562
2020-02-27 21-01-15,12,17,,-0.10000000000002274,4.75,3.85,,,,,,-1.562
2020-02-27 21-01-15,12,18,,-0.10000000000002274,4.75,3.85,3.11,3.67,3.63,,,0.25
2020-02-27 21-01-15,12,19,,-0.10000000000002274,4.75,3.85,3.11,3.67,3.63,-0.08000000000004093,90.60857606050001,0.25
2020-02-27 21-01-16,13,16,47657,,,,,,,,,-1.562
2020-02-27 21-01-16,13,17,,4.85,5.07,0.97,,,,,,-1.562
2020-02-27 21-01-16,13,18,,4.85,5.07,0.97,2.95,4.89,4.85,,,0.25
2020-02-27 21-01-16,13,19,,4.85,5.07,0.97,2.95,4.89,4.85,-0.6499999999999773,94.64179051250001,0.25
2020-02-27 21-01-16,14,16,47647,,,,,,,,,-1.562
2020-02-27 21-01-16,14,17,,4.89,2.69,4.49,,,,,,-1.562
2020-02-27 21-01-16,14,18,,4.89,2.69,4.49,4.05,4.27,4.85,,,0.25
2020-02-27 21-01-16,14,19,,4.89,2.69,4.49,4.05,4.27,4.85,0.74,85.7213392445,0.25
2020-02-27 21-01-17,15,16,0,,,,,,,,,-1.562
2020-02-27 21-01-17,15,17,,0.0,0.0,0.0,,,,,,-1.562
2020-02-27 21-01-17,15,18,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.25
2020-02-27 21-01-17,15,19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0462,0.25
2020-02-27 21-01-17,16,16,41908,,,,,,,,,-1.562
2020-02-27 21-01-17,16,17,,-1.32000000000005,-1.2000000000000455,-1.4200000000000728,,,,,,-1.562
2020-02-27 21-01-17,16,18,,-1.32000000000005,-1.2000000000000455,-1.4200000000000728,-1.9800000000000182,-1.2799999999999727,-1.7799999999999727,,,0.25
2020-02-27 21-01-17,16,19,,-1.32000000000005,-1.2000000000000455,-1.4200000000000728,-1.9800000000000182,-1.2799999999999727,-1.7799999999999727,-39.389999999999986,-2.0462,0.25
2020-02-27 21-01-18,17,16,42279,,,,,,,,,-1.562
2020-02-27 21-01-18,17,17,,-1.080000000000041,-0.5600000000000591,-1.080000000000041,,,,,,-1.562
2020-02-27 21-01-18,17,18,,-1.080000000000041,-0.5600000000000591,-1.080000000000041,-1.1200000000000045,-0.6399999999999864,-0.8799999999999955,,,0.25
2020-02-27 21-01-18,17,19,,-1.080000000000041,-0.5600000000000591,-1.080000000000041,-1.1200000000000045,-0.6399999999999864,-0.8799999999999955,-0.8700000000000045,97.19384605,0.25
2020-02-27 21-01-18,18,16,0,,,,,,,,,-1.562
2020-02-27 21-01-18,18,17,,0.0,0.0,0.0,,,,,,-1.562
2020-02-27 21-01-18,18,18,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.25
2020-02-27 21-01-18,18,19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0462,0.25
2020-02-27 21-01-19,19,16,45624,,,,,,,,,-1.562
2020-02-27 21-01-19,19,17,,0.21,-0.39999999999997726,-1.6200000000000045,,,,,,-1.562
2020-02-27 21-01-19,19,18,,0.21,-0.39999999999997726,-1.6200000000000045,-0.44000000000005457,-1.2000000000000455,-1.7000000000000455,,,0.25
2020-02-27 21-01-19,19,19,,0.21,-0.39999999999997726,-1.6200000000000045,-0.44000000000005457,-1.2000000000000455,-1.7000000000000455,-1.3000000000000682,73.57104684800001,0.25
2020-02-27 21-01-19,20,16,262,,,,,,,,,-1.562
2020-02-27 21-01-19,20,17,,-1.8999999999999773,-0.06000000000005912,0.05,,,,,,-1.562
2020-02-27 21-01-19,20,18,,-1.8999999999999773,-0.06000000000005912,0.05,-1.2799999999999727,-1.1599999999999682,-1.5,,,0.25
2020-02-27 21-01-19,20,19,,-1.8999999999999773,-0.06000000000005912,0.05,-1.2799999999999727,-1.1599999999999682,-1.5,-1.0400000000000773,100.24464511250001,0.25
2020-02-27 21-01-20,21,16,44746,,,,,,,,,-1.562
2020-02-27 21-01-20,21,17,,-1.5,-0.10000000000002274,-0.9600000000000364,,,,,,-1.562
2020-02-27 21-01-20,21,18,,-1.5,-0.10000000000002274,-0.9600000000000364,-0.8400000000000318,-0.6000000000000227,-2.340000000000032,,,0.25
2020-02-27 21-01-20,21,19,,-1.5,-0.10000000000002274,-0.9600000000000364,-0.8400000000000318,-0.6000000000000227,-2.340000000000032,-1.509999999999991,95.0196922045,0.25
2020-02-27 21-01-20,22,16,46567,,,,,,,,,-1.562
2020-02-27 21-01-20,22,17,,-1.82000000000005,-1.5400000000000773,-1.32000000000005,,,,,,-1.562
2020-02-27 21-01-20,22,18,,-1.82000000000005,-1.5400000000000773,-1.32000000000005,-2.259999999999991,-1.4600000000000364,-1.4600000000000364,,,0.25
2020-02-27 21-01-20,22,19,,-1.82000000000005,-1.5400000000000773,-1.32000000000005,-2.259999999999991,-1.4600000000000364,-1.4600000000000364,-1.490000000000009,88.45483756450001,0.25
2020-02-27 21-01-21,23,16,38660,,,,,,,,,-1.562
2020-02-27 21-01-21,23,17,,-0.4800000000000182,-0.22000000000002728,-1.740000000000009,,,,,,-1.562
2020-02-27 21-01-21,23,18,,-0.4800000000000182,-0.22000000000002728,-1.740000000000009,-1.6599999999999682,-0.01999999999998181,0.43,,,0.25
2020-02-27 21-01-21,23,19,,-0.4800000000000182,-0.22000000000002728,-1.740000000000009,-1.6599999999999682,-0.01999999999998181,0.43,-1.1499999999999773,97.2205566245,0.25
2020-02-27 21-01-22,25,16,38672,,,,,,,,,-1.562
2020-02-27 21-01-22,25,17,,-1.2799999999999727,-1.32000000000005,-1.1200000000000045,,,,,,-1.562
2020-02-27 21-01-22,25,18,,-1.2799999999999727,-1.32000000000005,-1.1200000000000045,-1.9400000000000546,-0.9600000000000364,-1.580000000000041,,,0.25
