Date,NodeID,FrameID,MeasurementCounter,PlantTemp1,PlantTemp2,PlantTemp3,PlantTemp4,PlantTemp5,PlantTemp6,AirTempLoc,Humidity,AirTemp
2020-02-27 22-00-14,10,16,5840,,,,,,,,,-1.562
2020-02-27 22-00-14,10,17,,63.95,112.72,120.17,,,,,,-1.562
2020-02-27 22-00-14,10,18,,63.95,112.72,120.17,38.69,40.95,40.96,,,0.312
2020-02-27 22-00-14,11,16,41083,,,,,,,,,-1.562
2020-02-27 22-00-14,11,17,,0.67,4.49,5.07,,,,,,-1.562
2020-02-27 22-00-14,11,18,,0.67,4.49,5.07,4.59,4.85,3.81,,,0.312
2020-02-27 22-00-14,11,19,,0.67,4.49,5.07,4.59,4.85,3.81,-39.389999999999986,-2.0462,0.312
2020-02-27 22-00-15,12,16,47444,,,,,,,,,-1.562
2020-02-27 22-00-15,12,17,,-0.06000000000005912,5.05,4.75,,,,,,-1.562
2020-02-27 22-00-15,12,18,,-0.06000000000005912,5.05,4.75,3.79,3.89,3.93,,,0.312
2020-02-27 22-00-15,12,19,,-0.06000000000005912,5.05,4.75,3.79,3.89,3.93,-0.21000000000003638,89.61695530450001,0.312
2020-02-27 22-00-15,13,16,47715,,,,,,,,,-1.562
2020-02-27 22-00-15,13,17,,4.79,5.19,2.17,,,,,,-1.562
2020-02-27 22-00-15,13,18,,4.79,5.19,2.17,4.15,4.67,5.01,,,0.312
2020-02-27 22-00-15,13,19,,4.79,5.19,2.17,4.15,4.67,5.01,-0.7699999999999818,93.55862511250001,0.312
2020-02-27 22-00-16,14,16,47706,,,,,,,,,-1.562
2020-02-27 22-00-16,14,17,,4.75,3.55,4.31,,,,,,-1.562
2020-02-27 22-00-16,14,18,,4.75,3.55,4.31,4.67,4.49,4.71,,,0.312
2020-02-27 22-00-16,14,19,,4.75,3.55,4.31,4.67,4.49,4.71,0.7,83.1839877845,0.312
2020-02-27 22-00-16,15,16,0,,,,,,,,,-1.562
2020-02-27 22-00-16,15,17,,0.0,0.0,0.0,,,,,,-1.562
2020-02-27 22-00-16,15,18,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.312
2020-02-27 22-00-16,15,19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0462,0.312
2020-02-27 22-00-17,16,16,41966,,,,,,,,,-1.562
2020-02-27 22-00-17,16,17,,-2.019999999999982,-1.7000000000000455,-1.5,,,,,,-1.562
2020-02-27 22-00-17,16,18,,-2.019999999999982,-1.7000000000000455,-1.5,-2.659999999999968,-1.6599999999999682,-1.82000000000005,,,0.312
2020-02-27 22-00-17,16,19,,-2.019999999999982,-1.7000000000000455,-1.5,-2.659999999999968,-1.6599999999999682,-1.82000000000005,-39.389999999999986,-2.0462,0.312
2020-02-27 22-00-17,17,16,42337,,,,,,,,,-1.562
2020-02-27 22-00-17,17,17,,-0.9600000000000364,-0.9200000000000728,-1.7799999999999727,,,,,,-1.562
2020-02-27 22-00-17,17,18,,-0.9600000000000364,-0.9200000000000728,-1.7799999999999727,-1.2000000000000455,-0.7599999999999909,-0.8400000000000318,,,0.312
2020-02-27 22-00-17,17,19,,-0.9600000000000364,-0.9200000000000728,-1.7799999999999727,-1.2000000000000455,-0.7599999999999909,-0.8400000000000318,-0.9300000000000637,95.98856751250001,0.312
2020-02-27 22-00-18,18,16,0,,,,,,,,,-1.562
2020-02-27 22-00-18,18,17,,0.0,0.0,0.0,,,,,,-1.562
2020-02-27 22-00-18,18,18,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.312
2020-02-27 22-00-18,18,19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0462,0.312
2020-02-27 22-00-18,19,16,45682,,,,,,,,,-1.562
2020-02-27 22-00-18,19,17,,0.21,-0.5199999999999818,-1.740000000000009,,,,,,-1.562
2020-02-27 22-00-18,19,18,,0.21,-0.5199999999999818,-1.740000000000009,-0.36000000000001364,-1.5,-1.4600000000000364,,,0.312
2020-02-27 22-00-18,19,19,,0.21,-0.5199999999999818,-1.740000000000009,-0.36000000000001364,-1.5,-1.4600000000000364,-1.4099999999999682,76.40773701250001,0.312
2020-02-27 22-00-19,20,16,320,,,,,,,,,-1.562
2020-02-27 22-00-19,20,17,,-1.9800000000000182,0.67,0.41,,,,,,-1.562
2020-02-27 22-00-19,20,18,,-1.9800000000000182,0.67,0.41,-1.740000000000009,-1.4200000000000728,-0.9200000000000728,,,0.312
