Date,NodeID,FrameID,MeasurementCounter,PlantTemp1,PlantTemp2,PlantTemp3,PlantTemp4,PlantTemp5,PlantTemp6,AirTempLoc,Humidity,AirTemp,AirTemp_1
2020-02-27 15-00-19,20,16,65447,-0.7200000000000273,0.47,0.51,-0.4800000000000182,-1.4200000000000728,-0.6800000000000637,-0.12999999999999545,94.3173769805,0.25,-1.562
2020-02-27 15-01-20,20,16,65448,-1,0.43,0.63,-0.44000000000005457,-1.0400000000000773,-0.4800000000000182,-0.15999999999996817,94.1549979005,0.25,-1.625
2020-02-27 15-02-19,20,16,65449,-0.5199999999999818,0.47,0.59,-0.39999999999997726,-1.0400000000000773,-0.5600000000000591,-0.14999999999997726,94.26326338450001,0.25,-1.625
2020-02-27 15-03-19,20,16,65450,-1.1200000000000045,0.29,0.33,-0.6800000000000637,-1.5400000000000773,-0.6800000000000637,-0.15999999999996817,94.47964118450001,0.187,-1.687
2020-02-27 15-04-19,20,16,65451,-0.9200000000000728,0.55,0.67,-0.2599999999999909,-1.3799999999999955,-0.7200000000000273,-0.12999999999999545,94.80382496450001,0.187,-1.75
2020-02-27 15-05-20,20,16,65452,-0.6800000000000637,0.47,0.67,-0.4800000000000182,-1.240000000000009,-0.8400000000000318,-0.09000000000003183,95.2353552205,0.187,-1.75
2020-02-27 15-06-20,20,16,65453,-0.8000000000000682,0.67,0.63,-0.36000000000001364,-1.2000000000000455,-0.5600000000000591,-0.11000000000001364,95.18145861250001,0.187,-1.687
2020-02-27 15-07-19,20,16,65454,-0.9600000000000364,0.37,0.47,-0.4800000000000182,-1.2000000000000455,-0.9600000000000364,-0.11000000000001364,95.18145861250001,0.125,-1.75
2020-02-27 15-08-19,20,16,65455,-1.080000000000041,0.37,0.55,-0.13999999999998636,-1.32000000000005,-0.7200000000000273,-0.09000000000003183,95.1275492405,0.125,-1.75
2020-02-27 15-09-19,20,16,65456,-0.6399999999999864,0.59,0.67,-0.6000000000000227,-1.1200000000000045,-0.7200000000000273,-0.06000000000005912,95.18145861250001,0.125,-1.75
2020-02-27 15-10-19,20,16,65457,-0.7200000000000273,0.21,0.37,-0.7200000000000273,-1.3799999999999955,-0.7200000000000273,0,95.18145861250001,0.125,-1.687
2020-02-27 15-11-19,20,16,65458,-0.6800000000000637,0.47,0.97,-0.36000000000001364,-1.1599999999999682,-0.4800000000000182,0.02,95.28923906450001,0.187,-1.625
2020-02-27 15-12-20,20,16,65459,-1,0.43,0.51,-0.44000000000005457,-1,-0.5600000000000591,-0.05000000000006821,94.85781092050001,0.187,-1.687
2020-02-27 15-13-20,20,16,65460,-0.9600000000000364,0.17,0.43,-0.44000000000005457,-1.2799999999999727,-0.4800000000000182,-0.06000000000005912,95.04666125000001,0.187,-1.687
2020-02-27 15-15-19,20,16,65461,-0.7599999999999909,0.37,0.55,-0.32000000000005,-0.8799999999999955,-0.44000000000005457,-0.14999999999997726,94.93876592200002,0.187,-1.625
2020-02-27 15-16-19,20,16,65462,-0.5600000000000591,0.59,1.05,-0.6399999999999864,-1,-0.8000000000000682,-0.21000000000003638,94.9117841125,0.187,-1.687
2020-02-27 15-18-20,20,16,65463,-0.8799999999999955,-0.2799999999999727,0.95,-0.44000000000005457,-1.080000000000041,-0.9200000000000728,-0.11000000000001364,95.3969684605,0.187,-1.562
2020-02-27 15-19-20,20,16,65464,-0.9200000000000728,0.37,0.63,-0.01999999999998181,-0.9600000000000364,-0.5199999999999818,-0.11000000000001364,95.0736271045,0.187,-1.562
2020-02-27 15-20-20,20,16,65465,-0.7599999999999909,0.43,0.43,-0.8000000000000682,-0.44000000000005457,-0.5199999999999818,-0.12999999999999545,95.18145861250001,0.187,-1.562
2020-02-27 15-21-19,20,16,65466,-0.32000000000005,0.13,0.71,-0.44000000000005457,-1.0400000000000773,-0.44000000000005457,-0.04000000000007731,95.6122740845,0.187,-1.562
2020-02-27 15-22-19,20,16,65467,-0.4800000000000182,0.33,0.51,-0.18000000000006366,-1.0400000000000773,-0.6399999999999864,-0.029999999999972715,95.82737548450001,0.187,-1.562
2020-02-27 15-23-19,20,16,65468,-0.6800000000000637,0.25,0.47,-0.44000000000005457,-1.3400000000000318,-0.8000000000000682,-0.01999999999998181,95.82737548450001,0.187,-1.5
2020-02-27 15-24-19,20,16,65469,-0.5600000000000591,0.09,0.41,-0.18000000000006366,-1.2000000000000455,-1.0400000000000773,-0.09000000000003183,95.423892832,0.25,-1.562
