TempPlant2,TempPlant3,TempPlant5,Air_temp_loc,Humedity,air_temp,Ambient_1_5,Date
2.27,2.17,1.63,2.68,97.80738194050001,4.437,3.062,2020-01-23 00-00-22
1.85,1.89,1.59,2.65,97.59416961250001,4.437,3.062,2020-01-23 00-01-22
1.93,1.75,1.63,2.64,97.40744129800001,4.437,3.062,2020-01-23 00-02-21
1.89,2.01,1.43,2.64,97.27396820050001,4.437,3.062,2020-01-23 00-03-22
1.83,1.93,1.29,2.62,97.2205566245,4.437,3.062,2020-01-23 00-04-22
1.79,1.75,1.17,2.6,97.19384605,4.437,3.062,2020-01-23 00-05-22
1.93,1.85,1.17,2.62,96.95330728450001,4.375,3,2020-01-23 00-06-22
1.85,1.89,1.09,2.62,96.9265648,4.375,3.062,2020-01-23 00-07-22
2.09,1.59,1.29,2.6,96.68573884450001,4.375,3.125,2020-01-23 00-08-22
1.83,1.85,1.29,2.62,96.68573884450001,4.375,3.062,2020-01-23 00-09-21
1.51,1.71,1.29,2.58,96.98004657800001,4.375,3,2020-01-23 00-10-22
1.55,1.43,1.75,2.54,97.00678268050001,4.312,2.937,2020-01-23 00-11-22
1.71,1.59,1.09,2.5,97.19384605,4.312,2.937,2020-01-23 00-12-22
1.67,1.63,1.29,2.54,97.08697184200001,4.312,2.937,2020-01-23 00-13-22
1.43,1.33,1.05,2.52,97.08697184200001,4.25,2.937,2020-01-23 00-14-22
1.33,1.29,0.51,2.44,97.43412634450002,4.25,2.875,2020-01-23 00-16-22
1.71,1.37,1.29,2.44,97.38075306050001,4.25,2.812,2020-01-23 00-17-22
1.63,1.29,1.83,2.48,97.27396820050001,4.187,2.812,2020-01-23 00-18-22
1.75,1.59,0.79,2.5,97.40744129800001,4.187,2.75,2020-01-23 00-19-22
1.67,1.37,1.17,2.51,97.2205566245,4.187,2.812,2020-01-23 00-20-22
1.89,1.41,0.43,2.44,97.54083462050001,4.125,2.875,2020-01-23 00-21-21
