TempPlant3,TempPlant4,TempPlant5,Air_temp_loc,Humedity,air_temp,Ambient_1_5,Date
1.01,2.09,2.17,2.29,96.04227266050002,3.312,2.062,2020-02-22 00-00-21
1.05,1.85,1.51,2.28,95.88111892450002,3.312,2.062,2020-02-22 00-01-21
1.13,1.79,1.47,2.22,95.7198503125,3.312,2.062,2020-02-22 00-02-21
0.59,1.37,1.37,2.16,95.639172928,3.375,2.062,2020-02-22 00-03-21
0.87,1.75,1.33,2.1,95.66606858050001,3.375,2,2020-02-22 00-04-21
1.05,1.33,1.67,2.06,95.85424880000001,3.375,2,2020-02-22 00-05-21
0.83,1.47,1.89,2.02,95.98856751250001,3.375,2,2020-02-22 00-06-21
0.59,1.47,1.21,1.98,95.98856751250001,3.375,1.937,2020-02-22 00-07-21
0.55,0.95,1.55,1.94,96.04227266050002,3.375,1.937,2020-02-22 00-08-21
1.13,1.43,1.71,1.94,96.25696561250001,3.312,1.937,2020-02-22 00-09-21
0.71,1.55,1.47,1.95,96.4714543405,3.375,1.937,2020-02-22 00-10-21
0.41,1.37,1.41,2,96.4714543405,3.375,1.937,2020-02-22 00-11-21
0.87,1.29,1.97,2,96.36423550450002,3.312,2,2020-02-22 00-12-21
0.83,1.37,1.29,2,96.36423550450002,3.312,2,2020-02-22 00-13-20
0.25,1.17,1.43,2,96.31060694050001,3.312,2,2020-02-22 00-14-21
1.01,1.71,1.21,1.98,96.31060694050001,3.25,2,2020-02-22 00-15-21
0.63,1.37,1.41,1.99,96.283787872,3.312,2.062,2020-02-22 00-16-21
0.63,1.51,1.41,1.92,96.20331152050001,3.25,2.062,2020-02-22 00-17-21
0.71,1.21,1.47,1.88,96.0959650445,3.25,2,2020-02-22 00-18-21
0.83,1.41,1.13,1.9,95.96171015200001,3.25,2.062,2020-02-22 00-19-21
0.79,1.17,1.41,1.92,95.82737548450001,3.25,2.062,2020-02-22 00-20-21
0.33,0.37,1.21,1.96,95.66606858050001,3.25,2.062,2020-02-22 00-21-21
0.83,1.47,1.67,1.99,95.55846682450002,3.312,2.125,2020-02-22 00-22-21
0.97,1.43,1.59,2.02,95.47773200200001,3.312,2.125,2020-02-22 00-23-21
0.87,1.59,1.83,2.02,95.50464680050001,3.312,2.125,2020-02-22 00-24-21
