Date,NodeID,FrameID,MeasurementCounter,PlantTemp1,PlantTemp2,PlantTemp3,PlantTemp4,PlantTemp5,PlantTemp6,AirTempLoc,Humidity,AirTemp,AirTemp_1
2020-02-27 15-00-21,23,16,38309,0.41,-0.10000000000002274,-1.3400000000000318,-1.32000000000005,-0.22000000000002728,0.47,-0.8300000000000409,94.66880423200001,0.25,-1.562
2020-02-27 15-01-21,23,16,38310,-0.18000000000006366,0.33,-1.0400000000000773,-1.2799999999999727,0.21,0.41,-0.8500000000000227,94.3173769805,0.25,-1.625
2020-02-27 15-02-21,23,16,38311,0.13,0.09,-1.5400000000000773,-1.4200000000000728,0.33,0.33,-0.8300000000000409,94.64179051250001,0.25,-1.625
2020-02-27 15-03-21,23,16,38312,0.25,0.09,-1.6200000000000045,-1.5,-0.18000000000006366,0.59,-0.8799999999999955,94.85781092050001,0.187,-1.687
2020-02-27 15-04-21,23,16,38313,0.13,-0.32000000000005,-1.740000000000009,-1.2799999999999727,0.01,0.41,-0.8999999999999773,95.50464680050001,0.187,-1.75
2020-02-27 15-05-21,23,16,38314,0.17,0.05,-1.6599999999999682,-1.3400000000000318,0.01,0.43,-0.8600000000000136,96.17647968800001,0.187,-1.75
2020-02-27 15-06-21,23,16,38315,0.29,0.17,-1.3400000000000318,-1.4200000000000728,0.29,0.41,-0.82000000000005,96.20331152050001,0.187,-1.687
2020-02-27 15-07-20,23,16,38316,0.41,0.09,-1.4600000000000364,-1.4600000000000364,0.09,0.37,-0.8700000000000045,96.36423550450002,0.125,-1.75
2020-02-27 15-09-21,23,16,38318,0.37,0.09,-1.3400000000000318,-1.240000000000009,0.21,0.37,-0.8100000000000591,96.57862212050001,0.125,-1.75
2020-02-27 15-10-21,23,16,38319,0.29,0.05,-1.1599999999999682,-1.3799999999999955,0.29,0.43,-0.75,96.55183496200002,0.125,-1.687
2020-02-27 15-11-21,23,16,38320,0.21,0.01,-1.6599999999999682,-1.2799999999999727,0.01,0.47,-0.7100000000000364,96.6321868645,0.187,-1.625
2020-02-27 15-12-21,23,16,38321,0.55,-0.13999999999998636,-1.4600000000000364,-1.3799999999999955,0.13,0.37,-0.7900000000000773,96.04227266050002,0.187,-1.687
2020-02-27 15-13-21,23,16,38322,0.09,0.17,-1.4200000000000728,-1.580000000000041,-0.01999999999998181,0.21,-0.7300000000000182,96.44465441800001,0.187,-1.687
2020-02-27 15-15-21,23,16,38323,0.21,-0.13999999999998636,-1.6200000000000045,-1.6599999999999682,0.29,0.21,-0.8100000000000591,96.20331152050001,0.187,-1.625
2020-02-27 15-16-21,23,16,38324,0.17,-0.01999999999998181,-1.2000000000000455,-1.2799999999999727,-0.01999999999998181,0.21,-0.7900000000000773,96.0959650445,0.187,-1.687
2020-02-27 15-18-21,23,16,38325,0.29,0.01,-1.4200000000000728,-1.3400000000000318,0.29,0.83,-0.7100000000000364,96.31060694050001,0.187,-1.562
2020-02-27 15-19-21,23,16,38326,0.41,-0.01999999999998181,-1.6599999999999682,-1.32000000000005,0.17,0.29,-0.7300000000000182,95.82737548450001,0.187,-1.562
2020-02-27 15-20-21,23,16,38327,0.37,-0.13999999999998636,-1.3400000000000318,-1.2799999999999727,0.13,0.37,-0.7900000000000773,96.069120448,0.187,-1.562
2020-02-27 15-21-21,23,16,38328,0.43,0.09,-1.240000000000009,-1.5400000000000773,-0.06000000000005912,0.17,-0.7300000000000182,96.87307025800001,0.187,-1.562
2020-02-27 15-22-21,23,16,38329,0.59,-0.10000000000002274,-1.3400000000000318,-1.5400000000000773,0.21,0.33,-0.7300000000000182,97.1136951805,0.187,-1.562
2020-02-27 15-23-21,23,16,38330,0.29,0.05,-1.580000000000041,-1.2799999999999727,0.25,0.51,-0.7200000000000273,97.1136951805,0.187,-1.5
2020-02-27 15-24-21,23,16,38331,0.21,-0.2799999999999727,-1.2799999999999727,-1.3799999999999955,-0.01999999999998181,0.41,-0.7900000000000773,96.84631820050001,0.25,-1.562
2020-02-27 15-25-21,23,16,38332,0.55,-0.01999999999998181,-1.6599999999999682,-1.7799999999999727,0.17,0.47,-0.7100000000000364,97.514162338,0.25,-1.562
2020-02-27 15-26-21,23,16,38333,0.13,0.43,-1.4600000000000364,-1.7799999999999727,0.21,0.51,-0.8100000000000591,98.0203900445,0.25,-1.562
2020-02-27 15-27-21,23,16,38334,0.25,-0.01999999999998181,-1.4600000000000364,-1.5400000000000773,0.09,0.43,-0.8600000000000136,98.312942728,0.187,-1.687
2020-02-27 15-28-21,23,16,38335,0.41,0.37,-1.1599999999999682,-1.6200000000000045,0.13,0.47,-0.82000000000005,98.6581890125,0.187,-1.687
2020-02-27 15-29-21,23,16,38336,0.29,-0.10000000000002274,-1.4200000000000728,-1.6599999999999682,0.21,0.21,-0.8700000000000045,98.7112559605,0.25,-1.75
2020-02-27 15-30-21,23,16,38337,0.51,0.09,-1.240000000000009,-1.3799999999999955,0.05,0.41,-0.8899999999999864,98.2863629845,0.25,-1.75
2020-02-27 15-31-21,23,16,38338,0.47,0.05,-1.5,-1.5,0.43,0.59,-0.8700000000000045,98.33951928050001,0.25,-1.75
2020-02-27 15-32-21,23,16,38339,0.25,0.01,-1.4600000000000364,-1.4600000000000364,0.05,0.43,-0.9099999999999682,98.153416402,0.187,-1.75
2020-02-27 15-33-20,23,16,38340,0.55,0.17,-1.4200000000000728,-1.6200000000000045,0.21,0.33,-0.8999999999999773,98.206604608,0.187,-1.75
2020-02-27 15-35-21,23,16,38341,0.47,0.13,-1.5,-1.3400000000000318,0.13,0.13,-0.8500000000000227,98.73778464800002,0.187,-1.687
2020-02-27 15-36-21,23,16,38342,0.05,0.21,-1.580000000000041,-1.3400000000000318,0.47,0.37,-0.8899999999999864,98.49891158450001,0.187,-1.75
2020-02-27 15-37-21,23,16,38343,0.17,0.21,-1.4600000000000364,-1.6599999999999682,-0.01999999999998181,-0.36000000000001364,-0.8400000000000318,98.419229792,0.187,-1.687
2020-02-27 15-38-21,23,16,38344,0.47,0.21,-1.32000000000005,-1.3400000000000318,0.41,0.21,-0.8600000000000136,98.18001210050001,0.187,-1.687
2020-02-27 15-39-21,23,16,38345,0.55,0.33,-1.3400000000000318,-1.4200000000000728,0.55,0.25,-0.8700000000000045,98.07361016050001,0.187,-1.687
2020-02-27 15-40-21,23,16,38346,0.41,0.05,-1.4600000000000364,-1.580000000000041,0.17,0.25,-0.8899999999999864,97.91391152050001,0.125,-1.75
2020-02-27 15-41-21,23,16,38347,0.43,0.09,-1.2799999999999727,-1.580000000000041,0.17,0.63,-0.8300000000000409,98.100215432,0.187,-1.687
2020-02-27 15-42-21,23,16,38348,0.41,0.09,-1.7000000000000455,-1.7000000000000455,0.25,0.37,-0.8700000000000045,98.3926628125,0.187,-1.687
