Date,NodeID,FrameID,MeasurementCounter,PlantTemp1,PlantTemp2,PlantTemp3,PlantTemp4,PlantTemp5,PlantTemp6,AirTempLoc,Humidity,AirTemp,AirTemp_1
2020-02-14 23-00-17,16,16,24420,6.17,6.11,5.51,5.23,5.67,5.51,5.58,100.56055782050001,7.062,4.75
2020-02-14 23-01-17,16,16,24421,5.73,5.89,5.41,5.51,5.67,5.19,5.58,100.56055782050001,7.062,4.75
2020-02-14 23-02-17,16,16,24422,5.45,6.33,5.51,5.23,5.51,5.55,5.61,100.6394642,7.062,4.75
2020-02-14 23-03-17,16,16,24423,5.45,6.21,5.45,5.55,5.71,5.95,5.68,100.69205249800001,7.062,4.875
2020-02-14 23-04-17,16,16,24424,6.11,5.49,5.77,4.93,5.55,5.59,5.7,100.7183418605,7.062,4.875
2020-02-14 23-05-18,16,16,24425,5.89,5.71,5.11,5.37,5.55,5.15,5.67,100.6657599445,7.125,4.875
2020-02-14 23-06-18,16,16,24426,5.23,5.95,5.23,5.23,5.85,5.23,5.64,100.6657599445,7.125,4.875
2020-02-14 23-07-17,16,16,24427,5.45,6.33,5.51,5.23,5.99,5.67,5.64,100.69205249800001,7.125,4.875
2020-02-14 23-08-17,16,16,24428,5.89,6.03,5.01,5.19,5.73,5.63,5.63,100.7183418605,7.125,4.875
2020-02-14 23-09-17,16,16,24429,5.85,5.59,5.45,5.27,5.55,5.71,5.6,101.08605788050001,7.125,4.875
2020-02-14 23-10-17,16,16,24430,6.11,6.43,5.15,4.97,6.13,5.41,5.6,101.42694845,7.125,4.812
2020-02-14 23-11-17,16,16,24431,5.63,6.11,5.45,4.93,5.77,5.67,5.58,101.66263370450001,7.125,4.812
2020-02-14 23-12-18,16,16,24432,5.81,6.33,5.37,4.89,5.85,5.73,5.6,101.79345827200001,7.125,4.875
2020-02-14 23-13-18,16,16,24433,5.63,5.95,5.07,5.07,5.81,5.37,5.6,101.9242030645,7.187,4.875
2020-02-14 23-14-17,16,16,24434,5.63,6.13,5.33,5.37,5.71,5.23,5.61,102.1332288005,7.187,4.875
2020-02-14 23-15-17,16,16,24435,5.77,6.35,5.41,5.15,5.99,5.63,5.62,102.28986408050001,7.187,4.937
2020-02-14 23-16-17,16,16,24436,5.93,6.11,5.73,5.19,5.77,5.27,5.65,102.3942237805,7.187,5
2020-02-14 23-17-17,16,16,24437,6.25,6.51,5.45,5.33,5.59,5.71,5.7,102.55066760050002,7.187,5
2020-02-14 23-18-18,16,16,24438,5.85,5.89,5.01,5.19,5.85,5.37,5.7,102.62884643200002,7.187,5
2020-02-14 23-19-18,16,16,24439,6.33,6.35,5.19,5.33,5.85,5.63,5.73,102.7590806645,7.187,5.062
2020-02-14 23-20-18,16,16,24440,6.51,6.13,5.41,5.33,5.93,5.51,5.78,102.86321061250001,7.187,5.125
2020-02-14 23-21-17,16,16,24441,6.03,6.17,5.05,5.19,5.59,5.59,5.78,102.9672895045,7.187,5.125
2020-02-14 23-23-17,16,16,24442,5.55,6.61,5.23,5.33,6.07,5.89,5.8,103.097316322,7.187,5.187
2020-02-14 23-24-17,16,16,24443,6.39,6.39,5.45,5.19,5.85,5.63,5.79,103.17529412050001,7.125,5.187
2020-02-14 23-25-18,16,16,24444,6.25,6.13,5.23,5.45,5.71,5.51,5.82,103.2272633645,7.187,5.187
2020-02-14 23-26-17,16,16,24445,5.93,6.35,5.41,5.37,5.99,5.51,5.84,103.33116356050002,7.187,5.25
2020-02-14 23-27-17,16,16,24446,5.55,6.57,5.23,5.37,6.07,5.49,5.84,103.38309451250001,7.187,5.25
2020-02-14 23-28-17,16,16,24447,5.73,5.63,5.45,5.27,5.81,5.77,5.86,103.40905520200002,7.25,5.25
2020-02-14 23-29-17,16,16,24448,5.51,6.75,5.55,5.15,5.89,5.55,5.84,103.4869181245,7.25,5.25
