TempPlant1,TempPlant5,TempPlant6,Air_temp_loc,Humedity,air_temp,Ambient_1_6,Date
1.79,2.73,2.01,2.3,92.82460220800002,2.875,1.937,2020-02-13 00-00-20
2.17,2.31,1.55,2.32,92.7973715005,2.875,1.937,2020-02-13 00-01-20
2.31,2.05,1.85,2.32,92.7973715005,2.875,1.937,2020-02-13 00-02-20
1.85,2.35,1.89,2.32,92.715660232,2.937,2,2020-02-13 00-03-20
2.17,2.05,2.01,2.34,92.74290051250001,2.875,2,2020-02-13 00-04-20
1.79,2.25,2.09,2.37,92.63392024450002,2.937,2.062,2020-02-13 00-05-20
2.17,2.17,1.93,2.39,92.5794109645,2.875,2.062,2020-02-13 00-06-19
2.21,2.17,2.13,2.35,92.5794109645,2.937,2.062,2020-02-13 00-07-20
1.85,2.25,2.01,2.37,92.552151538,2.937,2.062,2020-02-13 00-08-20
1.67,2.13,1.83,2.38,92.4703541125,2.937,2.062,2020-02-13 00-09-20
1.89,2.35,1.63,2.38,92.4158065405,3,2.125,2020-02-13 00-10-20
2.43,2.43,2.35,2.4,92.4158065405,3,2.125,2020-02-13 00-11-20
1.85,2.47,1.75,2.44,92.3612462045,3.062,2.125,2020-02-13 00-12-20
2.17,2.25,2.17,2.44,92.27938176800001,3,2.125,2020-02-13 00-13-19
2.21,2.27,2.09,2.42,92.27938176800001,3,2.125,2020-02-13 00-15-20
2.43,2.39,1.89,2.44,92.1974886125,3,2.125,2020-02-13 00-16-20
1.93,2.35,1.85,2.44,92.14287722050001,3.062,2.187,2020-02-13 00-17-20
2.25,2.47,1.93,2.42,92.14287722050001,3.062,2.187,2020-02-13 00-18-20
1.93,2.31,2.09,2.42,92.006292898,3.062,2.187,2020-02-13 00-19-20
2.05,2.21,2.01,2.43,91.9789664605,3.062,2.187,2020-02-13 00-20-20
1.93,2.43,1.97,2.42,91.92430401250002,3.062,2.25,2020-02-13 00-21-20
1.93,1.89,1.79,2.31,91.951636832,3.062,2.25,2020-02-13 00-22-20
1.79,2.01,1.29,2.27,92.03361614450002,3.062,2.187,2020-02-13 00-23-20
1.71,2.13,1.41,2.21,92.03361614450002,3.062,2.187,2020-02-13 00-24-20
1.83,1.97,1.75,2.16,92.170184512,3.062,2.125,2020-02-13 00-25-20
1.79,1.97,1.75,2.1,92.27938176800001,3.062,2.125,2020-02-13 00-26-19
1.75,2.01,1.83,2.17,92.3612462045,3.062,2.062,2020-02-13 00-27-20
1.67,1.21,1.85,2.16,92.388527968,3,2.062,2020-02-13 00-28-20
1.67,2.05,1.67,2.15,92.4703541125,3,2.062,2020-02-13 00-29-20
1.75,0.97,1.51,2.2,92.552151538,3,2,2020-02-13 00-30-20
1.79,2.25,1.71,2.23,92.5794109645,3,2,2020-02-13 00-31-20
1.67,2.01,1.97,2.27,92.6066672,3,2.062,2020-02-13 00-32-19
1.75,2.27,1.85,2.31,92.5794109645,3,2.062,2020-02-13 00-33-20
1.67,2.43,1.63,2.3,92.52488892050002,3,2.062,2020-02-13 00-34-20
1.75,2.43,2.09,2.32,92.52488892050002,3,2.062,2020-02-13 00-35-19
2.13,1.97,1.85,2.36,92.52488892050002,3,2.062,2020-02-13 00-36-20
2.13,2.21,1.97,2.36,92.52488892050002,3,2.062,2020-02-13 00-37-20
1.89,2.17,2.17,2.36,92.4703541125,3,2.062,2020-02-13 00-38-20
2.09,2.61,1.97,2.31,92.5794109645,3,2.062,2020-02-13 00-39-19
1.93,2.35,1.97,2.34,92.63392024450002,3,2,2020-02-13 00-40-20
2.25,2.31,2.01,2.31,92.6884167605,3,2,2020-02-13 00-41-20
1.75,2.13,2.17,2.31,92.74290051250001,3,2,2020-02-13 00-42-20
2.05,2.25,1.83,2.3,92.74290051250001,3,2,2020-02-13 00-43-20
2.05,2.09,1.89,2.28,92.7973715005,3,2,2020-02-13 00-44-20
1.83,2.25,1.33,2.26,92.8518297245,3,2,2020-02-13 00-45-20
1.93,2.05,1.63,2.23,92.8518297245,3,2,2020-02-13 00-46-20
1.97,2.01,1.89,2.27,92.6884167605,3,2,2020-02-13 00-47-20
1.89,2.21,1.59,2.22,92.66117009800001,3,2,2020-02-13 00-48-20
