Date,NodeID,FrameID,MeasurementCounter,PlantTemp1,PlantTemp2,PlantTemp3,PlantTemp4,PlantTemp5,PlantTemp6,AirTempLoc,Humidity,AirTemp
2020-02-14 06-00-14,10,16,51681,,,,,,,,,3.875
2020-02-14 06-00-15,10,17,,60.08,110.35,119.1,,,,,,3.875
2020-02-14 06-00-15,10,18,,60.08,110.35,119.1,43.52,40.95,40.96,,,5.5
2020-02-14 06-00-15,11,16,22411,,,,,,,,,3.875
2020-02-14 06-00-15,11,17,,8.33,8.89,8.71,,,,,,3.875
2020-02-14 06-00-15,11,18,,8.33,8.89,8.71,8.47,8.69,8.61,,,5.5
2020-02-14 06-00-15,11,19,,8.33,8.89,8.71,8.47,8.69,8.61,-39.389999999999986,-2.0462,5.5
2020-02-14 06-00-16,12,16,30372,,,,,,,,,3.875
2020-02-14 06-00-16,12,17,,5.23,8.01,8.15,,,,,,3.875
2020-02-14 06-00-16,12,18,,5.23,8.01,8.15,7.95,8.69,8.97,,,5.5
2020-02-14 06-00-16,12,19,,5.23,8.01,8.15,7.95,8.69,8.97,5.0,-2.0462,5.5
2020-02-14 06-00-16,13,16,30166,,,,,,,,,3.875
2020-02-14 06-00-16,13,17,,8.97,9.03,8.65,,,,,,3.875
2020-02-14 06-00-16,13,18,,8.97,9.03,8.65,8.29,8.87,8.65,,,5.5
2020-02-14 06-00-16,13,19,,8.97,9.03,8.65,8.29,8.87,8.65,5.01,91.7055265805,5.5
2020-02-14 06-00-17,14,16,30515,,,,,,,,,3.875
2020-02-14 06-00-17,14,17,,8.01,8.79,8.71,,,,,,3.875
2020-02-14 06-00-17,14,18,,8.01,8.79,8.71,8.75,8.23,8.71,,,5.5
2020-02-14 06-00-17,14,19,,8.01,8.79,8.71,8.75,8.23,8.71,6.32,87.73261050050002,5.5
2020-02-14 06-00-17,15,16,0,,,,,,,,,3.875
2020-02-14 06-00-17,15,17,,0.0,0.0,0.0,,,,,,3.875
2020-02-14 06-00-17,15,18,,0.0,0.0,0.0,0.0,0.0,0.0,,,5.5
2020-02-14 06-00-17,15,19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0462,5.5
2020-02-14 06-00-18,16,16,23419,,,,,,,,,3.875
2020-02-14 06-00-18,16,17,,3.79,4.01,3.81,,,,,,3.875
2020-02-14 06-00-18,16,18,,3.79,4.01,3.81,3.85,3.93,3.33,,,5.5
2020-02-14 06-00-18,16,19,,3.79,4.01,3.81,3.85,3.93,3.33,4.16,100.1392387645,5.5
2020-02-14 06-00-18,17,16,23833,,,,,,,,,3.875
2020-02-14 06-00-18,17,17,,4.57,4.67,3.93,,,,,,3.875
2020-02-14 06-00-18,17,18,,4.57,4.67,3.93,3.93,4.19,4.19,,,5.5
2020-02-14 06-00-18,17,19,,4.57,4.67,3.93,3.93,4.19,4.19,4.57,97.96715716450001,5.5
2020-02-14 06-00-19,18,16,22267,,,,,,,,,3.875
2020-02-14 06-00-19,18,17,,3.67,3.79,3.75,,,,,,3.875
2020-02-14 06-00-19,18,18,,3.67,3.79,3.75,3.53,3.81,3.45,,,5.5
2020-02-14 06-00-19,18,19,,3.67,3.79,3.75,3.53,3.81,3.45,4.52,96.5250446125,5.5
2020-02-14 06-00-19,19,16,27304,,,,,,,,,3.875
2020-02-14 06-00-19,19,17,,4.33,4.31,3.97,,,,,,3.875
2020-02-14 06-00-19,19,18,,4.33,4.31,3.97,4.15,4.19,4.07,,,5.5
2020-02-14 06-00-19,19,19,,4.33,4.31,3.97,4.15,4.19,4.07,4.15,53.504215784500005,5.5
2020-02-14 06-00-20,20,16,49550,,,,,,,,,3.875
2020-02-14 06-00-20,20,17,,3.89,4.07,4.59,,,,,,3.875
2020-02-14 06-00-20,20,18,,3.89,4.07,4.59,3.59,4.79,4.07,,,5.5
2020-02-14 06-00-20,20,19,,3.89,4.07,4.59,3.59,4.79,4.07,4.54,97.27396820050001,5.5
2020-02-14 06-00-20,21,16,28607,,,,,,,,,3.875
2020-02-14 06-00-20,21,17,,4.01,4.41,4.19,,,,,,3.875
2020-02-14 06-00-20,21,18,,4.01,4.41,4.19,3.97,3.85,3.67,,,5.5
2020-02-14 06-00-20,21,19,,4.01,4.41,4.19,3.97,3.85,3.67,4.34,92.3066731045,5.5
2020-02-14 06-00-21,22,16,27712,,,,,,,,,3.875
2020-02-14 06-00-21,22,17,,3.85,3.41,3.85,,,,,,3.875
2020-02-14 06-00-21,22,18,,3.85,3.41,3.85,3.55,4.19,4.31,,,5.5
2020-02-14 06-00-21,22,19,,3.85,3.41,3.85,3.55,4.19,4.31,4.4,23.206508450000005,5.5
2020-02-14 06-00-21,23,16,22522,,,,,,,,,3.875
2020-02-14 06-00-21,23,17,,4.11,4.79,3.85,,,,,,3.875
2020-02-14 06-00-21,23,18,,4.11,4.79,3.85,3.37,4.23,3.63,,,5.5
2020-02-14 06-00-21,23,19,,4.11,4.79,3.85,3.37,4.23,3.63,4.45,96.20331152050001,5.5
2020-02-14 06-00-22,25,16,0,,,,,,,,,3.875
2020-02-14 06-00-22,25,17,,0.0,0.0,0.0,,,,,,3.875
2020-02-14 06-00-22,25,18,,0.0,0.0,0.0,0.0,0.0,0.0,,,5.5
2020-02-14 06-00-22,25,19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0462,5.5
2020-02-14 06-01-15,10,16,51682,,,,,,,,,3.875
2020-02-14 06-01-15,10,17,,126.5,128.0,128.0,,,,,,3.875
2020-02-14 06-01-15,10,18,,126.5,128.0,128.0,43.49,40.95,40.96,,,5.5
2020-02-14 06-01-15,11,16,22412,,,,,,,,,3.875
2020-02-14 06-01-15,11,17,,8.51,8.65,8.09,,,,,,3.875
2020-02-14 06-01-15,11,18,,8.51,8.65,8.09,8.01,8.47,8.45,,,5.5
2020-02-14 06-01-15,11,19,,8.51,8.65,8.09,8.01,8.47,8.45,-39.389999999999986,-2.0462,5.5
2020-02-14 06-01-16,12,16,30373,,,,,,,,,3.875
2020-02-14 06-01-16,12,17,,5.37,7.79,8.13,,,,,,3.875
2020-02-14 06-01-16,12,18,,5.37,7.79,8.13,8.23,8.55,8.27,,,5.5
