Date,NodeID,FrameID,MeasurementCounter,PlantTemp1,PlantTemp2,PlantTemp3,PlantTemp4,PlantTemp5,PlantTemp6,AirTempLoc,Humidity,AirTemp
2020-02-06 08-00-14,10,16,40278,,,,,,,,,5.937
2020-02-06 08-00-14,10,17,,78.93,118.33,122.78,,,,,,5.937
2020-02-06 08-00-14,10,18,,78.93,118.33,122.78,42.35,40.95,40.96,,,6.875
2020-02-06 08-00-14,11,16,11363,,,,,,,,,5.937
2020-02-06 08-00-14,11,17,,10.65,9.61,8.51,,,,,,5.937
2020-02-06 08-00-14,11,18,,10.65,9.61,8.51,8.93,10.93,10.79,,,6.875
2020-02-06 08-00-14,11,19,,10.65,9.61,8.51,8.93,10.93,10.79,-39.389999999999986,-2.0462,6.875
2020-02-06 08-00-15,12,16,19557,,,,,,,,,5.937
2020-02-06 08-00-15,12,17,,7.11,5.93,6.11,,,,,,5.937
2020-02-06 08-00-15,12,18,,7.11,5.93,6.11,5.95,6.75,6.53,,,6.875
2020-02-06 08-00-15,12,19,,7.11,5.93,6.11,5.95,6.75,6.53,7.7,69.5731049405,6.875
2020-02-06 08-00-15,13,16,20160,,,,,,,,,5.937
2020-02-06 08-00-15,13,17,,6.73,7.37,6.79,,,,,,5.937
2020-02-06 08-00-15,13,18,,6.73,7.37,6.79,7.19,7.33,7.19,,,6.875
2020-02-06 08-00-15,13,19,,6.73,7.37,6.79,7.19,7.33,7.19,7.42,89.50651994050001,6.875
2020-02-06 08-00-16,14,16,20456,,,,,,,,,5.937
2020-02-06 08-00-16,14,17,,7.11,7.51,7.01,,,,,,5.937
2020-02-06 08-00-16,14,18,,7.11,7.51,7.01,7.33,6.53,6.73,,,6.875
2020-02-06 08-00-16,14,19,,7.11,7.51,7.01,7.33,6.53,6.73,7.56,89.06426792450002,6.875
2020-02-06 08-00-16,15,16,0,,,,,,,,,5.937
2020-02-06 08-00-16,15,17,,-327.67,-327.67,-327.67,,,,,,5.937
2020-02-06 08-00-16,15,18,,-327.67,-327.67,-327.67,-327.67,-327.67,-327.67,,,6.875
2020-02-06 08-00-16,15,19,,-327.67,-327.67,-327.67,-327.67,-327.67,-327.67,0.0,-2.0462,6.875
2020-02-06 08-00-17,16,16,13068,,,,,,,,,5.937
2020-02-06 08-00-17,16,17,,6.97,7.05,6.35,,,,,,5.937
2020-02-06 08-00-17,16,18,,6.97,7.05,6.35,6.21,6.53,6.29,,,6.875
2020-02-06 08-00-17,16,19,,6.97,7.05,6.35,6.21,6.53,6.29,7.25,92.2520872405,6.875
2020-02-06 08-00-17,17,16,13009,,,,,,,,,5.937
2020-02-06 08-00-17,17,17,,7.23,6.97,6.51,,,,,,5.937
2020-02-06 08-00-17,17,18,,7.23,6.97,6.51,6.97,7.05,6.53,,,6.875
2020-02-06 08-00-17,17,19,,7.23,6.97,6.51,6.97,7.05,6.53,7.58,90.8832923405,6.875
2020-02-06 08-00-18,18,16,11938,,,,,,,,,5.937
2020-02-06 08-00-18,18,17,,6.53,6.75,6.93,,,,,,5.937
2020-02-06 08-00-18,18,18,,6.53,6.75,6.93,6.33,7.01,6.61,,,6.875
2020-02-06 08-00-18,18,19,,6.53,6.75,6.93,6.33,7.01,6.61,7.12,92.93349312800001,6.875
2020-02-06 08-00-18,19,16,16730,,,,,,,,,5.937
2020-02-06 08-00-18,19,17,,7.11,7.09,6.53,,,,,,5.937
2020-02-06 08-00-18,19,18,,7.11,7.09,6.53,6.73,7.19,7.23,,,6.875
2020-02-06 08-00-18,19,19,,7.11,7.09,6.53,6.73,7.19,7.23,7.29,70.73403948800001,6.875
2020-02-06 08-00-19,20,16,39186,,,,,,,,,5.937
2020-02-06 08-00-19,20,17,,6.65,6.61,6.69,,,,,,5.937
2020-02-06 08-00-19,20,18,,6.65,6.61,6.69,6.69,7.47,6.61,,,6.875
2020-02-06 08-00-19,20,19,,6.65,6.61,6.69,6.69,7.47,6.61,7.56,91.43176760050001,6.875
2020-02-06 08-00-19,21,16,18116,,,,,,,,,5.937
2020-02-06 08-00-19,21,17,,7.09,7.61,7.15,,,,,,5.937
2020-02-06 08-00-19,21,18,,7.09,7.61,7.15,6.65,7.23,7.01,,,6.875
2020-02-06 08-00-19,21,19,,7.09,7.61,7.15,6.65,7.23,7.01,7.44,85.917605458,6.875
2020-02-06 08-00-20,22,16,17338,,,,,,,,,5.937
2020-02-06 08-00-20,22,17,,6.25,6.33,6.13,,,,,,5.937
2020-02-06 08-00-20,22,18,,6.25,6.33,6.13,5.37,6.51,6.25,,,6.875
2020-02-06 08-00-20,22,19,,6.25,6.33,6.13,5.37,6.51,6.25,6.96,56.638446884500006,6.875
2020-02-06 08-00-20,23,16,11796,,,,,,,,,5.937
2020-02-06 08-00-20,23,17,,7.41,7.33,6.65,,,,,,5.937
2020-02-06 08-00-20,23,18,,7.41,7.33,6.65,6.79,6.83,5.99,,,6.875
2020-02-06 08-00-20,23,19,,7.41,7.33,6.65,6.79,6.83,5.99,7.5,90.1683662845,6.875
2020-02-06 08-00-21,25,16,12916,,,,,,,,,5.937
2020-02-06 08-00-21,25,17,,6.43,6.73,6.93,,,,,,5.937
2020-02-06 08-00-21,25,18,,6.43,6.73,6.93,6.11,6.65,6.13,,,6.875
2020-02-06 08-00-21,25,19,,6.43,6.73,6.93,6.11,6.65,6.13,6.2,95.85424880000001,6.875
2020-02-06 08-01-15,10,16,40279,,,,,,,,,6.0
2020-02-06 08-01-15,10,17,,65.83,113.16,120.22,,,,,,6.0
2020-02-06 08-01-15,10,18,,65.83,113.16,120.22,42.57,40.95,40.96,,,6.937
2020-02-06 08-01-15,11,16,11364,,,,,,,,,6.0
2020-02-06 08-01-15,11,17,,10.95,10.31,9.07,,,,,,6.0
2020-02-06 08-01-15,11,18,,10.95,10.31,9.07,9.61,11.51,11.07,,,6.937
2020-02-06 08-01-15,11,19,,10.95,10.31,9.07,9.61,11.51,11.07,-39.389999999999986,-2.0462,6.937
2020-02-06 08-01-16,12,16,19558,,,,,,,,,6.0
2020-02-06 08-01-16,12,17,,7.91,6.61,6.73,,,,,,6.0
2020-02-06 08-01-16,12,18,,7.91,6.61,6.73,6.87,7.41,7.41,,,6.937
2020-02-06 08-01-16,12,19,,7.91,6.61,6.73,6.87,7.41,7.41,8.24,73.512242482,6.937
2020-02-06 08-01-16,13,16,20161,,,,,,,,,6.0
2020-02-06 08-01-16,13,17,,6.87,7.27,7.65,,,,,,6.0
2020-02-06 08-01-16,13,18,,6.87,7.27,7.65,7.65,7.83,7.27,,,6.937
2020-02-06 08-01-16,13,19,,6.87,7.27,7.65,7.65,7.83,7.27,8.18,87.3428255245,6.937
2020-02-06 08-01-17,14,16,20457,,,,,,,,,6.0
2020-02-06 08-01-17,14,17,,7.19,8.27,7.65,,,,,,6.0
2020-02-06 08-01-17,14,18,,7.19,8.27,7.65,7.77,7.33,6.79,,,6.937
2020-02-06 08-01-17,14,19,,7.19,8.27,7.65,7.77,7.33,6.79,7.95,88.0662141125,6.937
2020-02-06 08-01-17,15,16,0,,,,,,,,,6.0
2020-02-06 08-01-17,15,17,,-327.67,-327.67,-327.67,,,,,,6.0
2020-02-06 08-01-17,15,18,,-327.67,-327.67,-327.67,-327.67,-327.67,-327.67,,,6.937
2020-02-06 08-01-17,15,19,,-327.67,-327.67,-327.67,-327.67,-327.67,-327.67,0.0,-2.0462,6.937
2020-02-06 08-01-18,16,16,13069,,,,,,,,,6.0
2020-02-06 08-01-18,16,17,,8.19,7.51,6.57,,,,,,6.0
2020-02-06 08-01-18,16,18,,8.19,7.51,6.57,6.43,7.11,6.69,,,6.937
2020-02-06 08-01-18,16,19,,8.19,7.51,6.57,6.43,7.11,6.69,8.09,90.19590332800001,6.937
2020-02-06 08-01-18,17,16,13010,,,,,,,,,6.0
2020-02-06 08-01-18,17,17,,7.47,8.01,7.19,,,,,,6.0
2020-02-06 08-01-18,17,18,,7.47,8.01,7.19,7.79,7.51,7.29,,,6.937
2020-02-06 08-01-18,17,19,,7.47,8.01,7.19,7.79,7.51,7.29,8.3,88.7874455845,6.937
2020-02-06 08-01-19,18,16,11939,,,,,,,,,6.0
2020-02-06 08-01-19,18,17,,7.01,7.77,7.27,,,,,,6.0
2020-02-06 08-01-19,18,18,,7.01,7.77,7.27,6.69,7.69,7.77,,,6.937
2020-02-06 08-01-19,18,19,,7.01,7.77,7.27,6.69,7.69,7.77,7.26,92.3612462045,6.937
2020-02-06 08-01-19,19,16,16731,,,,,,,,,6.0
2020-02-06 08-01-19,19,17,,7.79,7.15,6.75,,,,,,6.0
2020-02-06 08-01-19,19,18,,7.79,7.15,6.75,7.11,8.45,8.37,,,6.937
2020-02-06 08-01-19,19,19,,7.79,7.15,6.75,7.11,8.45,8.37,7.95,72.98242880800001,6.937
2020-02-06 08-01-20,20,16,39187,,,,,,,,,6.0
2020-02-06 08-01-20,20,17,,7.45,6.83,8.45,,,,,,6.0
2020-02-06 08-01-20,20,18,,7.45,6.83,8.45,7.51,7.87,7.61,,,6.937
2020-02-06 08-01-20,20,19,,7.45,6.83,8.45,7.51,7.87,7.61,7.9,90.2784953125,6.937
2020-02-06 08-01-20,21,16,18117,,,,,,,,,6.0
2020-02-06 08-01-20,21,17,,7.73,8.45,8.33,,,,,,6.0
2020-02-06 08-01-20,21,18,,7.73,8.45,8.33,6.51,8.55,7.87,,,6.937
2020-02-06 08-01-20,21,19,,7.73,8.45,8.33,6.51,8.55,7.87,8.24,84.7658220805,6.937
2020-02-06 08-01-21,22,16,17339,,,,,,,,,6.0
2020-02-06 08-01-21,22,17,,7.33,7.45,6.93,,,,,,6.0
2020-02-06 08-01-21,22,18,,7.33,7.45,6.93,6.83,6.61,7.37,,,6.937
2020-02-06 08-01-21,22,19,,7.33,7.45,6.93,6.83,6.61,7.37,7.74,58.87533460450001,6.937
2020-02-06 08-01-21,23,16,11797,,,,,,,,,6.0
2020-02-06 08-01-21,23,17,,8.15,8.47,7.79,,,,,,6.0
2020-02-06 08-01-21,23,18,,8.15,8.47,7.79,7.45,8.13,6.83,,,6.937
2020-02-06 08-01-21,23,19,,8.15,8.47,7.79,7.45,8.13,6.83,8.7,87.56563638050001,6.937
2020-02-06 08-01-22,25,16,12917,,,,,,,,,6.0
2020-02-06 08-01-22,25,17,,7.15,7.55,7.27,,,,,,6.0
2020-02-06 08-01-22,25,18,,7.15,7.55,7.27,6.73,7.61,6.97,,,6.937
2020-02-06 08-01-22,25,19,,7.15,7.55,7.27,6.73,7.61,6.97,6.31,95.3969684605,6.937
2020-02-06 08-02-14,10,16,40280,,,,,,,,,6.187
2020-02-06 08-02-14,10,17,,79.42,118.28,122.49,,,,,,6.187
2020-02-06 08-02-14,10,18,,79.42,118.28,122.49,42.62,40.95,40.96,,,7.125
2020-02-06 08-02-15,11,16,11365,,,,,,,,,6.187
2020-02-06 08-02-15,11,17,,11.07,11.71,10.17,,,,,,6.187
2020-02-06 08-02-15,11,18,,11.07,11.71,10.17,11.09,12.27,11.41,,,7.125
2020-02-06 08-02-15,11,19,,11.07,11.71,10.17,11.09,12.27,11.41,-39.389999999999986,-2.0462,7.125
2020-02-06 08-02-15,12,16,19559,,,,,,,,,6.187
2020-02-06 08-02-15,12,17,,9.29,8.19,7.65,,,,,,6.187
2020-02-06 08-02-15,12,18,,9.29,8.19,7.65,7.55,9.15,8.89,,,7.125
2020-02-06 08-02-15,12,19,,9.29,8.19,7.65,7.55,9.15,8.89,9.69,76.6984721125,7.125
2020-02-06 08-02-16,13,16,20162,,,,,,,,,6.187
2020-02-06 08-02-16,13,17,,8.09,7.69,9.25,,,,,,6.187
2020-02-06 08-02-16,13,18,,8.09,7.69,9.25,8.01,8.29,8.05,,,7.125
2020-02-06 08-02-16,13,19,,8.09,7.69,9.25,8.01,8.29,8.05,10.37,79.1856215245,7.125
2020-02-06 08-02-16,14,16,20458,,,,,,,,,6.187
2020-02-06 08-02-17,14,17,,8.45,9.63,8.71,,,,,,6.187
2020-02-06 08-02-17,14,18,,8.45,9.63,8.71,9.07,9.63,7.55,,,7.125
2020-02-06 08-02-17,14,19,,8.45,9.63,8.71,9.07,9.63,7.55,9.38,85.44068770450001,7.125
