Date,NodeID,FrameID,MeasurementCounter,PlantTemp1,PlantTemp2,PlantTemp3,PlantTemp4,PlantTemp5,PlantTemp6,AirTempLoc,Humidity,AirTemp
2020-02-17 07-00-08,10,16,56061,,,,,,,,,-0.187
2020-02-17 07-00-08,10,17,,119.59,125.92,126.79,,,,,,-0.187
2020-02-17 07-00-08,10,18,,119.59,125.92,126.79,39.66,40.95,40.96,,,2.562
2020-02-17 07-00-13,20,16,53441,,,,,,,,,-0.187
2020-02-17 07-00-13,20,17,,0.37,1.51,2.01,,,,,,-0.187
2020-02-17 07-00-13,20,18,,0.37,1.51,2.01,0.25,1.21,0.67,,,2.562
2020-02-17 07-00-13,20,19,,0.37,1.51,2.01,0.25,1.21,0.67,1.0,107.24153851250001,2.562
2020-02-17 07-00-18,22,16,31986,,,,,,,,,-0.187
2020-02-17 07-00-18,22,17,,0.01,0.29,0.29,,,,,,-0.187
2020-02-17 07-00-18,22,18,,0.01,0.29,0.29,-0.06000000000005912,0.63,0.43,,,2.562
2020-02-17 07-00-18,22,19,,0.01,0.29,0.29,-0.06000000000005912,0.63,0.43,0.22,-2.0462,2.562
2020-02-17 07-00-18,14,16,34878,,,,,,,,,-0.187
2020-02-17 07-00-18,14,17,,2.99,2.59,2.27,,,,,,-0.187
2020-02-17 07-00-18,14,18,,2.99,2.59,2.27,2.43,2.31,2.09,,,2.562
2020-02-17 07-00-18,14,19,,2.99,2.59,2.27,2.43,2.31,2.09,1.47,101.0335653125,2.562
2020-02-17 07-00-19,16,16,27736,,,,,,,,,-0.187
2020-02-17 07-00-19,16,17,,0.43,1.37,0.41,,,,,,-0.187
2020-02-17 07-00-19,16,18,,0.43,1.37,0.41,0.05,0.71,0.59,,,2.562
2020-02-17 07-00-19,16,19,,0.43,1.37,0.41,0.05,0.71,0.59,-39.389999999999986,-2.0462,2.562
2020-02-17 07-00-21,17,16,28181,,,,,,,,,-0.187
2020-02-17 07-00-21,17,17,,1.71,2.17,0.83,,,,,,-0.187
2020-02-17 07-00-21,17,18,,1.71,2.17,0.83,1.75,1.09,0.87,,,2.562
2020-02-17 07-00-21,17,19,,1.71,2.17,0.83,1.75,1.09,0.87,1.12,106.60345045,2.562
2020-02-17 07-00-21,19,16,31664,,,,,,,,,-0.187
2020-02-17 07-00-21,19,17,,0.75,1.29,1.33,,,,,,-0.187
2020-02-17 07-00-21,19,18,,0.75,1.29,1.33,0.75,0.87,0.59,,,2.562
2020-02-17 07-00-21,19,19,,0.75,1.29,1.33,0.75,0.87,0.59,0.72,37.05640480000001,2.562
2020-02-17 07-00-21,12,16,34663,,,,,,,,,-0.187
2020-02-17 07-00-21,12,17,,2.43,1.75,1.41,,,,,,-0.187
2020-02-17 07-00-21,12,18,,2.43,1.75,1.41,1.41,1.71,1.29,,,2.562
2020-02-17 07-00-21,12,19,,2.43,1.75,1.41,1.41,1.71,1.29,1.84,92.03361614450002,2.562
2020-02-17 07-00-22,13,16,34359,,,,,,,,,-0.187
2020-02-17 07-00-22,13,17,,2.47,2.95,1.75,,,,,,-0.187
2020-02-17 07-00-22,13,18,,2.47,2.95,1.75,2.17,2.61,1.97,,,2.562
2020-02-17 07-00-22,13,19,,2.47,2.95,1.75,2.17,2.61,1.97,1.34,102.6548996605,2.562
2020-02-17 07-00-24,11,16,26774,,,,,,,,,-0.187
2020-02-17 07-00-24,11,17,,1.85,2.47,2.13,,,,,,-0.187
2020-02-17 07-00-24,11,18,,1.85,2.47,2.13,3.19,2.43,1.85,,,2.562
2020-02-17 07-00-24,11,19,,1.85,2.47,2.13,3.19,2.43,1.85,-39.389999999999986,-2.0462,2.562
2020-02-17 07-01-08,10,16,56062,,,,,,,,,-0.187
