TempPlant2,TempPlant3,TempPlant4,Ambient_1_4
-0.9200000000000728,-0.9600000000000364,-1.5400000000000773,-1.562
-0.9200000000000728,-1.2799999999999727,-1.5,-1.687
-0.9200000000000728,-1.1599999999999682,-1.5400000000000773,-1.75
-0.8000000000000682,-1.1599999999999682,-1.740000000000009,-1.812
-1.1200000000000045,-1,-1.32000000000005,-1.75
-1.0400000000000773,-1.2799999999999727,-1.5400000000000773,-1.75
-1.080000000000041,-1.3799999999999955,-1.7000000000000455,-1.687
-1.32000000000005,-1.4600000000000364,-1.6200000000000045,-1.687
-1.080000000000041,-1.3799999999999955,-1.5400000000000773,-1.687
-1.080000000000041,-1.5,-1.7000000000000455,-1.625
-1.1200000000000045,-1.1200000000000045,-1.5,-1.625
-0.7599999999999909,-1.1599999999999682,-1.5,-1.687
-1.240000000000009,-1.3799999999999955,-1.82000000000005,-1.687
-1.080000000000041,-1.1599999999999682,-1.6200000000000045,-1.687
-0.9600000000000364,-1.5400000000000773,-1.3799999999999955,-1.812
-1.1599999999999682,-1.580000000000041,-1.6200000000000045,-1.875
-0.9600000000000364,-1.4600000000000364,-1.5400000000000773,-1.812
-1.1599999999999682,-1.4600000000000364,-1.7799999999999727,-1.812
-0.8400000000000318,-1.2000000000000455,-1.5400000000000773,-1.812
-1.1599999999999682,-1.740000000000009,-1.7799999999999727,-1.937
-1.2000000000000455,-1.5400000000000773,-1.5400000000000773,-2
-1.1200000000000045,-1.3400000000000318,-1.7000000000000455,-1.937
-1.32000000000005,-1.3400000000000318,-1.580000000000041,-1.875
-1.3799999999999955,-1.4200000000000728,-1.8999999999999773,-1.875
-1.0400000000000773,-1.5400000000000773,-1.5,-1.812
-1.1200000000000045,-1.5,-1.4600000000000364,-1.75
-1.1200000000000045,-1.4200000000000728,-1.4200000000000728,-1.75
-1.2000000000000455,-1.2799999999999727,-1.6599999999999682,-1.75
-0.9600000000000364,-1.0400000000000773,-1.3799999999999955,-1.625
-1.080000000000041,-1.3799999999999955,-1.580000000000041,-1.625
-1.1599999999999682,-1.2799999999999727,-1.7000000000000455,-1.625
-0.8000000000000682,-1.2000000000000455,-1.4600000000000364,-1.625
-1.1599999999999682,-1.32000000000005,-1.740000000000009,-1.562
-1.1599999999999682,-1.080000000000041,-1.580000000000041,-1.625
-1.1200000000000045,-1.3799999999999955,-1.6599999999999682,-1.687
