TempPlant3,TempPlant4,TempPlant5,Air_temp_loc,Humedity,air_temp,Ambient_1_5,Date
-0.7200000000000273,-1,-0.6800000000000637,1.82,8.104712800000001,3.625,1.687,2020-03-07 00-00-17
0.55,-0.7200000000000273,-0.06000000000005912,2.14,6.813610312000001,3.625,1.687,2020-03-07 00-01-17
-0.13999999999998636,-0.7599999999999909,-0.22000000000002728,2.16,9.962337608,3.625,1.75,2020-03-07 00-02-17
-0.10000000000002274,-0.5199999999999818,-0.2599999999999909,2.18,9.819749728000001,3.625,1.75,2020-03-07 00-03-17
-0.13999999999998636,-0.13999999999998636,0.67,2.3,8.605691362,3.625,1.75,2020-03-07 00-04-17
0.05,-0.2599999999999909,0.41,2.44,8.247913352,3.625,1.812,2020-03-07 00-05-17
0.41,-0.32000000000005,0.87,2.41,10.745658322000002,3.562,1.812,2020-03-07 00-06-18
0.29,0.01,0.55,2.46,12.095029088000002,3.625,1.875,2020-03-07 00-07-17
0.21,-0.22000000000002728,0.55,2.47,12.803373448,3.625,1.875,2020-03-07 00-08-17
0.83,0.25,0.71,2.5,13.298455042,3.687,1.875,2020-03-07 00-09-17
0.13,0.21,0.71,2.49,14.075176768000002,3.687,1.875,2020-03-07 00-10-17
0.43,0.51,1.01,2.6,13.439792050000003,3.687,1.875,2020-03-07 00-11-17
0.55,0.79,1.41,2.78,13.157066978000001,3.687,1.875,2020-03-07 00-12-18
0.91,0.71,1.47,2.88,13.863496738000004,3.75,1.875,2020-03-07 00-13-18
0.79,0.47,1.43,2.88,15.904925000000002,3.75,2.125,2020-03-07 00-14-17
1.09,0.43,1.09,2.86,17.621214704500005,3.812,2.125,2020-03-07 00-15-17
1.01,0.43,1.43,2.84,18.493921042000004,3.812,2.187,2020-03-07 00-16-17
0.91,1.55,1.37,2.8,19.016587544500002,3.875,2.187,2020-03-07 00-17-17
0.75,0.95,1.51,2.85,19.121034688,3.937,2.187,2020-03-07 00-18-18
0.63,0.87,1.41,2.82,20.302761842000002,4,2.187,2020-03-07 00-19-18
0.63,1.09,1.33,2.83,20.926888712000004,4,2.187,2020-03-07 00-20-18
1.09,1.09,1.79,2.82,21.619150432000005,4.062,2.187,2020-03-07 00-21-17
1.09,0.91,1.51,2.89,21.342398912000004,4.125,2.125,2020-03-07 00-22-17
1.05,1.17,1.75,2.9,20.857592338000003,4.125,2.125,2020-03-07 00-23-17
1.17,1.25,1.75,2.89,20.233350592000004,4.125,2.062,2020-03-07 00-24-17
1.59,1.13,2.25,2.96,19.190650162,4.125,2.062,2020-03-07 00-25-18
1.21,1.13,2.05,3,21.342398912000004,4.125,2.125,2020-03-07 00-26-18
1.17,1.59,1.47,3.03,22.655149762000004,4.125,2.187,2020-03-07 00-27-17
1.05,0.87,1.21,2.91,24.718532722000003,4.125,2.25,2020-03-07 00-28-17
0.63,0.95,1.17,2.8,25.506450380500002,4.125,2.25,2020-03-07 00-29-17
1.41,0.91,0.91,2.64,25.711716500500003,4.187,2.187,2020-03-07 00-30-17
0.83,1.01,0.97,2.46,25.301069384500003,4.187,2.062,2020-03-07 00-31-18
0.95,0.33,0.91,2.42,24.958512444500002,4.25,2.062,2020-03-07 00-32-18
1.33,0.17,1.01,2.39,24.169420498,4.25,2.062,2020-03-07 00-33-17
0.67,0.21,0.67,2.46,21.895697728000002,4.25,2.062,2020-03-07 00-34-17
0.05,0.09,0.71,2.33,22.448179648,4.187,2,2020-03-07 00-35-17
0.55,-0.13999999999998636,0.59,2.2,21.203946568000003,4.187,1.937,2020-03-07 00-36-17
0.17,0.05,0.75,2.14,20.302761842000002,4.125,1.875,2020-03-07 00-37-18
0.13,0.01,0.63,2.42,16.921613684500002,4.062,1.875,2020-03-07 00-38-18
0.67,0.41,0.25,2.42,18.493921042000004,4,1.937,2020-03-07 00-39-18
0.59,-0.13999999999998636,0.33,2.34,20.059766624500003,4,1.937,2020-03-07 00-40-17
0.51,-0.2599999999999909,0.33,2.39,19.538536072000003,3.937,1.937,2020-03-07 00-41-17
0.87,0.41,0.95,2.5,21.619150432000005,3.937,2,2020-03-07 00-42-17
0.97,0.25,0.67,2.6,22.310135752000004,3.937,2,2020-03-07 00-43-17
1.25,0.33,0.95,2.62,23.894558050000004,3.875,2,2020-03-07 00-44-18
0.51,0.21,0.95,2.64,24.718532722000003,3.875,2,2020-03-07 00-45-18
0.55,-0.2799999999999727,0.21,2.36,27.451840402000006,3.875,2,2020-03-07 00-46-17
0.51,0.33,0.51,2.32,23.619491378000003,3.812,1.937,2020-03-07 00-47-17
0.33,-0.01999999999998181,0.05,2.49,20.0944898,3.812,1.937,2020-03-07 00-48-17
0.29,-0.13999999999998636,0.43,2.4,20.302761842000002,3.75,1.937,2020-03-07 00-49-17
0.09,-0.18000000000006366,0.33,2.34,21.411605938,3.687,1.875,2020-03-07 00-50-18
0.05,-0.2599999999999909,0.17,2.18,22.172040800000005,3.687,1.875,2020-03-07 00-51-18
0.09,-0.7200000000000273,0.37,2.13,21.619150432000005,3.687,1.937,2020-03-07 00-52-17
0.25,-0.6399999999999864,0.01,2.18,21.342398912000004,3.625,1.937,2020-03-07 00-53-17
0.25,-1.080000000000041,0.21,2.08,21.273179122000005,3.625,1.937,2020-03-07 00-54-17
0.29,-0.7200000000000273,0.51,2.02,19.399420000000003,3.625,1.812,2020-03-07 00-55-17
-0.01999999999998181,-0.6000000000000227,-0.2599999999999909,1.96,19.468984418000005,3.562,1.812,2020-03-07 00-56-17
-0.2799999999999727,-1.1200000000000045,-0.5600000000000591,2,17.516355922000006,3.562,1.75,2020-03-07 00-57-18
