TempPlant1,TempPlant2,TempPlant4,Air_temp_loc,Humedity,air_temp,Ambient_1_4,Date
8.47,11.65,12.13,8.1,101.13853768450001,7.125,6.625,2020-02-12 00-00-16
7.55,10.57,11.09,7.87,101.34832926050001,7.125,6.562,2020-02-12 00-01-16
8.09,11.37,11.99,7.73,101.4531484645,7.125,6.5,2020-02-12 00-02-16
8.37,11.23,11.37,7.88,101.34832926050001,7.125,6.437,2020-02-12 00-03-16
8.27,10.93,11.09,7.9,101.34832926050001,7.125,6.437,2020-02-12 00-04-16
7.59,10.65,11.33,7.87,101.34832926050001,7.125,6.437,2020-02-12 00-05-16
7.73,9.95,10.37,7.8,101.34832926050001,7.125,6.375,2020-02-12 00-06-17
7.77,9.89,11.17,7.78,101.4007452445,7.125,6.312,2020-02-12 00-07-17
7.65,10.57,10.89,7.69,101.4531484645,7.062,6.25,2020-02-12 00-08-16
7.47,10.79,10.47,7.63,101.50553892050002,7.062,6.187,2020-02-12 00-09-16
7.59,10.47,11.03,7.51,101.61028154050001,7,6.062,2020-02-12 00-10-16
7.27,9.77,10.19,7.36,101.66263370450001,7,6,2020-02-12 00-11-16
7.65,10.17,11.33,7.54,101.636459218,6.937,6,2020-02-12 00-12-16
7.83,10.03,10.43,7.64,101.584100672,6.875,5.937,2020-02-12 00-13-17
7.87,11.09,11.21,7.67,101.55791661250001,6.937,6,2020-02-12 00-14-17
7.61,10.23,10.61,7.53,101.636459218,6.875,5.937,2020-02-12 00-15-16
6.73,9.19,9.57,7.26,101.7149731045,6.875,5.812,2020-02-12 00-16-16
6.79,9.03,9.99,7.1,101.8196136125,6.812,5.687,2020-02-12 00-17-16
6.73,9.15,10.33,6.96,101.9242030645,6.75,5.625,2020-02-12 00-18-16
6.65,9.49,10.41,7.06,101.9242030645,6.687,5.687,2020-02-12 00-20-17
6.25,8.89,9.49,6.97,101.9764786445,6.687,5.562,2020-02-12 00-21-16
6.75,9.07,9.89,7.05,101.9242030645,6.625,5.625,2020-02-12 00-22-16
6.97,9.39,10.37,7.18,101.87191472050002,6.625,5.625,2020-02-12 00-23-16
